Suburb,Rooms,Type,Price,Date,Postcode,Car,Lattitude,Longtitude,Propertycount
Donvale,5,h,2620000,27/05/2017,3111,3,-37.78182,145.1903,4790
Edithvale,6,h,1850000,27/05/2017,3196,4,-38.03548,145.11763,2546
Edithvale,2,u,612500,27/05/2017,3196,2,-38.03093,145.11618,2546
Elsternwick,3,h,1060000,27/05/2017,3185,1,-37.89507,145.00477,4898
Elsternwick,4,t,1970000,27/05/2017,3185,2,-37.89359,145.01267,4898
Eltham,6,h,855000,27/05/2017,3095,3,-37.70872,145.16102,6990
Eltham,3,h,855000,27/05/2017,3095,1,-37.73209,145.13845,6990
Eltham North,4,h,895000,27/05/2017,3095,2,-37.68966,145.14649,2346
Eltham North,4,h,925000,27/05/2017,3095,2,-37.69771,145.1349,2346
Elwood,2,u,902000,27/05/2017,3184,0,-37.87944,144.99375,8989
Elwood,2,h,1410000,27/05/2017,3184,1,-37.87964,144.9856,8989
Elwood,2,u,660000,27/05/2017,3184,1,-37.88945,144.99015,8989
Elwood,3,t,1360000,27/05/2017,3184,2,-37.8867,144.99141,8989
Epping,3,h,500000,27/05/2017,3076,2,-37.64463,145.04155,10926
Epping,3,h,573000,27/05/2017,3076,2,-37.64097,145.05757,10926
Epping,3,u,380500,27/05/2017,3076,1,-37.6349,145.04042,10926
Epping,3,h,528000,27/05/2017,3076,1,-37.6507,145.04681,10926
Epping,3,h,465000,27/05/2017,3076,1,-37.62858,145.03735,10926
Epping,4,h,545000,27/05/2017,3076,2,-37.64051,145.05743,10926
Epping,2,h,452500,27/05/2017,3076,1,-37.65791,145.02643,10926
Essendon,2,h,1980000,27/05/2017,3040,6,-37.74022,144.89557,9264
Essendon,3,t,830000,27/05/2017,3040,1,-37.74936,144.89669,9264
Essendon,3,h,886000,27/05/2017,3040,1,-37.75382,144.89167,9264
Essendon,1,u,280000,27/05/2017,3040,1,-37.75209,144.92255,9264
Essendon,3,h,850000,27/05/2017,3040,2,-37.74487,144.91194,9264
Essendon North,2,u,445000,27/05/2017,3041,1,-37.7388,144.89984,1308
Essendon West,3,h,1050000,27/05/2017,3040,1,-37.75228,144.88429,588
Fawkner,3,h,710000,27/05/2017,3060,4,-37.69544,144.964,5070
Fawkner,4,h,800000,27/05/2017,3060,4,-37.71112,144.97357,5070
Fawkner,3,h,805000,27/05/2017,3060,2,-37.70145,144.962,5070
Fawkner,2,h,786000,27/05/2017,3060,4,-37.71833,144.96935,5070
Fawkner,3,t,577000,27/05/2017,3060,1,-37.71976,144.97121,5070
Ferntree Gully,3,t,670000,27/05/2017,3156,2,-37.886,145.28646,10788
Ferntree Gully,2,u,617000,27/05/2017,3156,1,-37.87275,145.26325,10788
Fitzroy North,2,h,1321000,27/05/2017,3068,1,-37.78219,144.98371,6244
Fitzroy North,2,h,960000,27/05/2017,3068,0,-37.78534,144.98125,6244
Fitzroy North,1,u,495000,27/05/2017,3068,1,-37.78737,144.98735,6244
Flemington,2,h,990000,27/05/2017,3031,1,-37.7839,144.92727,3593
Footscray,3,h,1100000,27/05/2017,3011,0,-37.79977,144.88887,7570
Footscray,2,t,455000,27/05/2017,3011,1,-37.78822,144.88361,7570
Forest Hill,2,h,680000,27/05/2017,3131,1,-37.83283,145.17533,4385
Forest Hill,5,h,1205000,27/05/2017,3131,2,-37.84252,145.17258,4385
Frankston,3,h,491000,27/05/2017,3199,2,-38.13759,145.17054,17055
Frankston,3,h,566000,27/05/2017,3199,1,-38.13669,145.14049,17055
Frankston,3,h,740000,27/05/2017,3199,1,-38.15882,145.12914,17055
Frankston South,4,h,1400000,27/05/2017,3199,2,-38.16121,145.10381,7566
Gardenvale,5,h,1880000,27/05/2017,3185,2,-37.89989,145.00883,534
Gladstone Park,3,h,755000,27/05/2017,3043,1,-37.69744,144.89073,3285
Gladstone Park,4,h,635000,27/05/2017,3043,2,-37.68368,144.88976,3285
Glen Iris,2,u,762000,27/05/2017,3146,1,-37.85563,145.04369,10412
Glen Iris,2,u,501000,27/05/2017,3146,1,-37.85285,145.04608,10412
Glen Iris,4,h,2920000,27/05/2017,3146,3,-37.86224,145.06406,10412
Glen Iris,3,t,1501000,27/05/2017,3146,2,-37.85385,145.06473,10412
Glen Iris,3,h,1500000,27/05/2017,3146,2,-37.84965,145.05904,10412
Glen Iris,3,h,1440000,27/05/2017,3146,2,-37.85139,145.05835,10412
Glen Iris,3,u,1330000,27/05/2017,3146,2,-37.85948,145.08571,10412
Glen Waverley,4,h,1130000,27/05/2017,3150,2,-37.90004,145.17205,15321
Glen Waverley,4,h,1331000,27/05/2017,3150,2,-37.86584,145.16502,15321
Glen Waverley,4,h,1100000,27/05/2017,3150,2,-37.89814,145.14457,15321
Glen Waverley,3,u,1135000,27/05/2017,3150,2,-37.86931,145.15081,15321
Glenroy,4,h,651000,27/05/2017,3046,2,-37.69897,144.90998,8870
Glenroy,3,h,865000,27/05/2017,3046,1,-37.71051,144.90925,8870
Glenroy,1,u,362500,27/05/2017,3046,1,-37.70917,144.92291,8870
Glenroy,3,h,922000,27/05/2017,3046,1,-37.71016,144.9215,8870
Glenroy,2,h,650000,27/05/2017,3046,2,-37.69712,144.91949,8870
Glenroy,3,h,963500,27/05/2017,3046,6,-37.69647,144.9113,8870
Glenroy,3,h,815000,27/05/2017,3046,1,-37.70757,144.90782,8870
Greensborough,3,h,740000,27/05/2017,3088,3,-37.71536,145.10205,8524
Greenvale,5,h,750000,27/05/2017,3059,2,-37.63823,144.88675,4864
Greenvale,4,h,730000,27/05/2017,3059,1,-37.63958,144.90267,4864
Greenvale,3,h,770000,27/05/2017,3059,2,-37.64297,144.88796,4864
Greenvale,3,h,550000,27/05/2017,3059,2,-37.62458,144.88546,4864
Hadfield,3,h,870000,27/05/2017,3046,6,-37.70569,144.94048,2606
Hampton,4,h,2905000,27/05/2017,3188,2,-37.93571,145.00964,5454
Hampton,2,h,1695000,27/05/2017,3188,2,-37.93594,145.0195,5454
Hampton,4,h,2550000,27/05/2017,3188,2,-37.93167,145.00134,5454
Hampton Park,3,h,561000,27/05/2017,3976,3,-38.03378,145.2621,8256
Hawthorn,2,u,525000,27/05/2017,3122,1,-37.82676,145.04444,11308
Hawthorn,4,h,2800000,27/05/2017,3122,2,-37.81557,145.04281,11308
Hawthorn,3,h,1870000,27/05/2017,3122,1,-37.81816,145.03938,11308
Hawthorn,3,h,2402500,27/05/2017,3122,2,-37.81625,145.03789,11308
Hawthorn,3,h,1955000,27/05/2017,3122,2,-37.81965,145.02367,11308
Hawthorn,3,h,1702000,27/05/2017,3122,2,-37.81767,145.04041,11308
Hawthorn,2,u,500000,27/05/2017,3122,1,-37.8213,145.02913,11308
Hawthorn,4,h,3399000,27/05/2017,3122,2,-37.82785,145.03816,11308
Hawthorn,4,h,3900000,27/05/2017,3122,1,-37.81396,145.01899,11308
Hawthorn,2,u,697000,27/05/2017,3122,1,-37.82887,145.03676,11308
Hawthorn East,2,u,802500,27/05/2017,3123,2,-37.82524,145.05568,6482
Hawthorn East,1,u,441000,27/05/2017,3123,0,-37.8327,145.05428,6482
Hawthorn East,3,h,2680000,27/05/2017,3123,4,-37.82701,145.0541,6482
Hawthorn East,2,u,500000,27/05/2017,3123,1,-37.83012,145.04751,6482
Heidelberg,2,t,738000,27/05/2017,3084,2,-37.75343,145.06328,2890
Heidelberg Heights,3,t,715000,27/05/2017,3081,2,-37.74128,145.05607,2947
Heidelberg Heights,3,h,800000,27/05/2017,3081,0,-37.73752,145.05228,2947
Heidelberg Heights,2,t,680000,27/05/2017,3081,1,-37.74931,145.05505,2947
Heidelberg Heights,3,h,1010000,27/05/2017,3081,2,-37.73658,145.05341,2947
Heidelberg Heights,3,u,630000,27/05/2017,3081,1,-37.73426,145.05986,2947
Heidelberg West,3,h,605000,27/05/2017,3081,2,-37.73712,145.0369,2674
Heidelberg West,3,h,580000,27/05/2017,3081,2,-37.73704,145.03697,2674
Heidelberg West,2,u,444000,27/05/2017,3081,1,-37.74432,145.04721,2674
Heidelberg West,2,h,532000,27/05/2017,3081,1,-37.73549,145.0487,2674
Highett,3,h,1600000,27/05/2017,3190,3,-37.95357,145.02651,4794
Hillside,4,h,677000,27/05/2017,3037,2,-37.69655,144.75538,5556
Hillside,4,h,737500,27/05/2017,3037,2,-37.68175,144.74087,5556
Hoppers Crossing,3,h,520000,27/05/2017,3029,2,-37.86713,144.71086,13830
Hoppers Crossing,3,h,553100,27/05/2017,3029,2,-37.8765,144.69638,13830
Hoppers Crossing,3,h,418000,27/05/2017,3029,1,-37.86767,144.68409,13830
Hoppers Crossing,3,h,505000,27/05/2017,3029,1,-37.86658,144.71221,13830
Hoppers Crossing,3,h,492000,27/05/2017,3029,1,-37.87711,144.68825,13830
Hoppers Crossing,4,h,680000,27/05/2017,3029,3,-37.87051,144.7141,13830
Hoppers Crossing,4,h,472000,27/05/2017,3029,2,-37.85146,144.67109,13830
Hoppers Crossing,3,h,442500,27/05/2017,3029,2,-37.87016,144.70606,13830
Hughesdale,3,u,1203500,27/05/2017,3166,2,-37.89829,145.08141,3145
Hughesdale,3,h,1250000,27/05/2017,3166,2,-37.90192,145.0756,3145
Ivanhoe,3,h,1475000,27/05/2017,3079,2,-37.76353,145.02941,5549
Ivanhoe East,3,h,1640000,27/05/2017,3079,2,-37.77212,145.05813,1554
Jacana,3,h,590500,27/05/2017,3047,1,-37.68825,144.91484,851
Keilor,3,h,895000,27/05/2017,3036,1,-37.7143,144.8315,2339
Keilor Downs,4,h,790000,27/05/2017,3038,3,-37.72394,144.8147,3656
Keilor East,3,h,825000,27/05/2017,3033,0,-37.7444,144.86124,5629
Keilor East,3,h,806000,27/05/2017,3033,4,-37.74761,144.8521,5629
Keilor East,4,h,698000,27/05/2017,3033,2,-37.74083,144.85545,5629
Keilor Park,3,h,752500,27/05/2017,3042,1,-37.72203,144.85994,1119
Kensington,1,u,400000,27/05/2017,3031,1,-37.79741,144.92614,5263
Kensington,1,t,715000,27/05/2017,3031,0,-37.7914,144.93076,5263
Kew,3,h,1300000,27/05/2017,3101,2,-37.81176,145.02807,10331
Kew,3,u,660000,27/05/2017,3101,1,-37.81207,145.0371,10331
Kew,4,h,2425000,27/05/2017,3101,1,-37.80719,145.02248,10331
Kew,2,t,825000,27/05/2017,3101,3,-37.79438,145.03369,10331
Kew,2,u,682000,27/05/2017,3101,1,-37.80154,145.03258,10331
Kew,5,h,3200500,27/05/2017,3101,2,-37.80469,145.05213,10331
Kew,3,h,1110000,27/05/2017,3101,2,-37.7948,145.0364,10331
Kew East,4,h,2258000,27/05/2017,3102,2,-37.79702,145.05352,2671
Kew East,3,h,1650000,27/05/2017,3102,1,-37.7927,145.05349,2671
Keysborough,4,h,1250000,27/05/2017,3173,2,-38.00512,145.14935,8459
Kings Park,5,h,520000,27/05/2017,3021,3,-37.7323,144.77861,2878
Knoxfield,4,h,1218000,27/05/2017,3180,2,-37.87695,145.2547,2949
Knoxfield,4,h,1010000,27/05/2017,3180,2,-37.88308,145.24953,2949
Lalor,2,u,383000,27/05/2017,3075,2,-37.67527,145.02775,8279
Lalor,3,h,600000,27/05/2017,3075,2,-37.67323,145.03976,8279
Lalor,3,h,487000,27/05/2017,3075,1,-37.67605,145.03956,8279
Lalor,3,h,572000,27/05/2017,3075,2,-37.6591,145.00549,8279
Lower Plenty,2,u,650000,27/05/2017,3093,2,-37.72473,145.11657,1624
Maidstone,3,h,793000,27/05/2017,3012,2,-37.78867,144.87397,3873
Malvern,4,h,2775000,27/05/2017,3144,2,-37.863,145.03946,4675
Malvern,3,h,1700000,27/05/2017,3144,0,-37.86162,145.03065,4675
Malvern East,3,t,1060000,27/05/2017,3145,1,-37.87107,145.04991,8801
Malvern East,4,h,2400000,27/05/2017,3145,0,-37.87391,145.05562,8801
Maribyrnong,2,u,530000,27/05/2017,3032,1,-37.77323,144.89268,4918
Maribyrnong,2,u,450000,27/05/2017,3032,1,-37.77296,144.88057,4918
Maribyrnong,4,h,1510500,27/05/2017,3032,4,-37.7839,144.89431,4918
Maribyrnong,2,u,353000,27/05/2017,3032,1,-37.77367,144.88161,4918
McKinnon,2,h,1250000,27/05/2017,3204,2,-37.91304,145.0373,2397
McKinnon,5,h,2300000,27/05/2017,3204,2,-37.91074,145.03068,2397
Melbourne,2,u,720000,27/05/2017,3000,1,-37.81267,144.96273,17496
Melton,3,h,295000,27/05/2017,3337,4,-37.68734,144.58001,3600
Melton South,4,h,347500,27/05/2017,3338,1,-37.69392,144.57468,4718
Melton West,3,h,410000,27/05/2017,3337,2,-37.68052,144.55106,6065
Mentone,3,t,1010000,27/05/2017,3194,2,-37.98009,145.06118,6162
Mentone,5,h,1485000,27/05/2017,3194,2,-37.98439,145.06812,6162
Middle Park,3,h,3750000,27/05/2017,3206,1,-37.85327,144.96223,2019
Middle Park,3,h,1750000,27/05/2017,3206,0,-37.84962,144.95856,2019
Mill Park,2,t,480750,27/05/2017,3082,1,-37.67761,145.06132,10529
Mill Park,5,h,725000,27/05/2017,3082,2,-37.66936,145.05413,10529
Mitcham,2,u,695000,27/05/2017,3132,1,-37.80574,145.18832,6871
Mitcham,2,h,655000,27/05/2017,3132,4,-37.81906,145.21253,6871
Mitcham,3,u,775000,27/05/2017,3132,2,-37.8135,145.19972,6871
Mitcham,3,u,820000,27/05/2017,3132,2,-37.82596,145.1872,6871
Mitcham,4,h,990000,27/05/2017,3132,2,-37.80601,145.20106,6871
Mitcham,2,h,883000,27/05/2017,3132,1,-37.81808,145.2057,6871
Mont Albert,4,h,1462000,27/05/2017,3127,0,-37.81788,145.11454,2079
Montmorency,3,h,1130000,27/05/2017,3094,2,-37.72096,145.12948,3891
Montmorency,3,t,960000,27/05/2017,3094,2,-37.72331,145.11909,3891
Montmorency,4,h,1050000,27/05/2017,3094,1,-37.72082,145.12027,3891
Montmorency,3,h,900000,27/05/2017,3094,1,-37.72089,145.11987,3891
Montmorency,3,h,806000,27/05/2017,3094,0,-37.71665,145.11682,3891
Montmorency,3,h,1160000,27/05/2017,3094,1,-37.71541,145.11666,3891
Montmorency,3,h,700000,27/05/2017,3094,3,-37.72588,145.13443,3891
Montmorency,4,h,980000,27/05/2017,3094,2,-37.71871,145.13559,3891
Mount Waverley,4,t,1250800,27/05/2017,3149,2,-37.86463,145.14284,13366
Mount Waverley,4,h,1327000,27/05/2017,3149,2,-37.85896,145.11484,13366
Mount Waverley,2,u,670000,27/05/2017,3149,1,-37.87128,145.13051,13366
Mount Waverley,3,h,1615000,27/05/2017,3149,2,-37.88569,145.1438,13366
Mount Waverley,4,h,1400000,27/05/2017,3149,2,-37.87118,145.12478,13366
Mount Waverley,2,u,620000,27/05/2017,3149,1,-37.87677,145.11961,13366
Mulgrave,3,h,800000,27/05/2017,3170,2,-37.92783,145.19685,7113
Murrumbeena,4,h,1540000,27/05/2017,3163,2,-37.90017,145.06435,4442
Murrumbeena,1,t,470000,27/05/2017,3163,1,-37.89018,145.06865,4442
Murrumbeena,3,u,1160000,27/05/2017,3163,2,-37.89706,145.07483,4442
Niddrie,3,t,715000,27/05/2017,3042,1,-37.74731,144.88826,2291
Niddrie,4,h,1010000,27/05/2017,3042,2,-37.73327,144.87482,2291
Niddrie,3,h,980000,27/05/2017,3042,2,-37.73521,144.87709,2291
Noble Park,3,h,730000,27/05/2017,3174,4,-37.96015,145.16618,11806
Noble Park,3,h,676000,27/05/2017,3174,1,-37.96968,145.16832,11806
Noble Park,4,h,805000,27/05/2017,3174,4,-37.97412,145.18022,11806
Noble Park,3,h,802000,27/05/2017,3174,1,-37.97712,145.17516,11806
North Melbourne,2,h,1126000,27/05/2017,3051,0,-37.80248,144.94846,6821
North Melbourne,4,h,1746000,27/05/2017,3051,0,-37.79722,144.94424,6821
North Melbourne,2,u,799000,27/05/2017,3051,1,-37.79999,144.94961,6821
North Melbourne,3,h,1285000,27/05/2017,3051,1,-37.79074,144.94324,6821
Northcote,3,h,1512000,27/05/2017,3070,0,-37.77664,144.99902,11364
Northcote,4,h,2042000,27/05/2017,3070,0,-37.77294,144.9957,11364
Northcote,2,h,1260000,27/05/2017,3070,1,-37.78015,145.00777,11364
Northcote,4,h,1650000,27/05/2017,3070,4,-37.76969,145.00718,11364
Nunawading,3,t,1235000,27/05/2017,3131,2,-37.82704,145.16801,4973
Nunawading,4,h,1570000,27/05/2017,3131,1,-37.82603,145.1721,4973
Nunawading,3,u,777000,27/05/2017,3131,2,-37.81359,145.17574,4973
Oak Park,3,h,972000,27/05/2017,3046,2,-37.71579,144.92231,2651
Oakleigh,2,h,1225000,27/05/2017,3166,2,-37.90193,145.10107,3224
Oakleigh East,3,h,1292000,27/05/2017,3166,1,-37.90295,145.11939,2547
Oakleigh East,4,t,912000,27/05/2017,3166,2,-37.90822,145.12036,2547
Ormond,4,h,1565000,27/05/2017,3204,2,-37.90087,145.03959,3578
Ormond,2,u,640000,27/05/2017,3204,1,-37.90323,145.04286,3578
Parkdale,2,h,1270000,27/05/2017,3195,4,-37.99482,145.08459,5087
Parkdale,5,h,1485000,27/05/2017,3195,2,-37.98928,145.07798,5087
Parkdale,4,h,1137500,27/05/2017,3195,4,-37.98464,145.08185,5087
Parkdale,3,h,1415000,27/05/2017,3195,2,-37.99827,145.07497,5087
Parkville,3,u,1560000,27/05/2017,3052,1,-37.78212,144.95755,2309
Pascoe Vale,2,t,530000,27/05/2017,3044,1,-37.71628,144.93822,7485
Pascoe Vale,3,h,876000,27/05/2017,3044,2,-37.72803,144.94624,7485
Pascoe Vale,3,h,802000,27/05/2017,3044,1,-37.71872,144.94871,7485
Pascoe Vale,3,u,736000,27/05/2017,3044,0,-37.71798,144.93965,7485
Pascoe Vale,3,t,755000,27/05/2017,3044,2,-37.7254,144.92048,7485
Pascoe Vale,2,h,478000,27/05/2017,3044,1,-37.72436,144.94855,7485
Pascoe Vale,2,h,650000,27/05/2017,3044,2,-37.71878,144.95176,7485
Port Melbourne,2,h,1335000,27/05/2017,3207,0,-37.83661,144.93359,8648
Port Melbourne,1,u,545000,27/05/2017,3207,1,-37.84237,144.94486,8648
Prahran,2,u,740000,27/05/2017,3181,1,-37.85931,145.00616,7717
Prahran,2,u,698000,27/05/2017,3181,1,-37.85163,144.9943,7717
Prahran,2,h,780000,27/05/2017,3181,0,-37.84998,144.99499,7717
Prahran,2,t,1190000,27/05/2017,3181,2,-37.84839,145.0013,7717
Prahran,2,h,1170000,27/05/2017,3181,2,-37.85064,144.99095,7717
Prahran,2,u,660000,27/05/2017,3181,1,-37.85672,145.00273,7717
Preston,3,h,920000,27/05/2017,3072,2,-37.74528,145.01987,14577
Preston,3,h,1115000,27/05/2017,3072,2,-37.74244,145.02006,14577
Preston,3,u,550000,27/05/2017,3072,1,-37.74762,145.00261,14577
Preston,3,h,1171000,27/05/2017,3072,2,-37.73261,144.99535,14577
Preston,5,h,1060000,27/05/2017,3072,2,-37.73645,144.98715,14577
Preston,3,h,996000,27/05/2017,3072,2,-37.73972,145.0111,14577
Preston,2,h,617500,27/05/2017,3072,3,-37.75308,145.01464,14577
Reservoir,3,h,817000,27/05/2017,3073,2,-37.72456,145.02292,21650
Reservoir,2,t,575000,27/05/2017,3073,1,-37.70426,145.01204,21650
Reservoir,3,h,635000,27/05/2017,3073,2,-37.70798,145.02101,21650
Reservoir,2,u,470000,27/05/2017,3073,1,-37.70932,145.02484,21650
Reservoir,3,h,700000,27/05/2017,3073,1,-37.72839,145.00105,21650
Reservoir,3,h,860000,27/05/2017,3073,2,-37.72216,144.99381,21650
Richmond,2,h,1000000,27/05/2017,3121,0,-37.824,145.00679,14949
Richmond,3,h,1250000,27/05/2017,3121,1,-37.82137,145.00512,14949
Richmond,3,h,1280000,27/05/2017,3121,1,-37.82488,145.00642,14949
Richmond,2,u,615000,27/05/2017,3121,1,-37.81894,145.01314,14949
Richmond,1,u,314000,27/05/2017,3121,1,-37.81256,144.99347,14949
Richmond,2,h,1341000,27/05/2017,3121,0,-37.82241,145.00235,14949
Ringwood,3,h,930000,27/05/2017,3134,1,-37.80237,145.23404,7785
Ringwood East,2,u,609000,27/05/2017,3135,2,-37.80551,145.24589,4407
Ringwood North,4,h,1085000,27/05/2017,3134,2,-37.79395,145.21878,3619
Rosanna,3,h,1100000,27/05/2017,3084,2,-37.74088,145.06285,3540
Rosanna,4,h,1185000,27/05/2017,3084,1,-37.74301,145.07149,3540
Roxburgh Park,4,h,500000,27/05/2017,3064,2,-37.61132,144.92075,5833
Sandringham,3,u,630000,27/05/2017,3191,3,-37.95541,145.02944,4497
Sandringham,2,u,760000,27/05/2017,3191,1,-37.95142,145.01977,4497
Sandringham,4,h,2100000,27/05/2017,3191,2,-37.95694,145.01936,4497
Seaford,4,h,795000,27/05/2017,3198,2,-38.08814,145.12598,8077
Seddon,3,h,1315000,27/05/2017,3011,2,-37.80401,144.89519,2417
Seddon,2,h,830000,27/05/2017,3011,1,-37.80697,144.8928,2417
Seddon,2,h,940000,27/05/2017,3011,0,-37.8071,144.88912,2417
Silvan,3,h,1085000,27/05/2017,3795,2,-37.84739,145.47052,457
South Kingsville,3,h,835000,27/05/2017,3015,1,-37.82984,144.873,984
South Melbourne,1,h,807500,27/05/2017,3205,0,-37.83627,144.9605,5943
South Melbourne,4,h,4100000,27/05/2017,3205,1,-37.83737,144.95799,5943
South Yarra,3,u,1430000,27/05/2017,3141,1,-37.84014,144.99441,14887
South Yarra,4,h,2920000,27/05/2017,3141,2,-37.84405,145.0016,14887
South Yarra,1,u,400000,27/05/2017,3141,1,-37.83678,145.00137,14887
Southbank,2,u,600000,27/05/2017,3006,1,-37.8281,144.96627,8400
Southbank,2,u,600000,27/05/2017,3006,1,-37.8281,144.96627,8400
Spotswood,4,h,1300000,27/05/2017,3015,2,-37.8257,144.87552,1223
Spotswood,3,h,1000000,27/05/2017,3015,3,-37.82673,144.87495,1223
St Albans,3,h,650000,27/05/2017,3021,0,-37.75836,144.80279,14042
St Albans,1,h,565000,27/05/2017,3021,2,-37.73385,144.80535,14042
St Helena,5,h,1387000,27/05/2017,3088,3,-37.68508,145.1395,915
St Kilda,1,u,480000,27/05/2017,3182,1,-37.86305,144.9911,13240
St Kilda,2,u,730000,27/05/2017,3182,0,-37.86309,144.98302,13240
Sunbury,4,h,535000,27/05/2017,3429,2,-37.58089,144.72183,14092
Sunshine,3,h,865000,27/05/2017,3020,2,-37.77972,144.83809,3755
Sunshine,3,h,1070000,27/05/2017,3020,2,-37.79127,144.83713,3755
Sunshine,1,u,245000,27/05/2017,3020,1,-37.79501,144.8262,3755
Sunshine North,6,h,750000,27/05/2017,3020,4,-37.77049,144.83167,4217
Sunshine North,3,h,632000,27/05/2017,3020,1,-37.76951,144.83309,4217
Sunshine North,3,h,905000,27/05/2017,3020,4,-37.77004,144.84254,4217
Surrey Hills,5,h,2505000,27/05/2017,3127,0,-37.81708,145.09566,5457
Surrey Hills,3,h,1785000,27/05/2017,3127,1,-37.82372,145.09085,5457
Surrey Hills,3,h,1580000,27/05/2017,3127,2,-37.83133,145.1006,5457
Surrey Hills,3,h,1620000,27/05/2017,3127,2,-37.81455,145.0943,5457
Taylors Hill,3,h,645000,27/05/2017,3037,2,-37.72199,144.74578,4242
Taylors Lakes,5,h,1300000,27/05/2017,3038,2,-37.68166,144.77422,5336
Templestowe Lower,5,h,1381000,27/05/2017,3107,2,-37.7677,145.11371,5420
Templestowe Lower,5,h,1225000,27/05/2017,3107,2,-37.77156,145.1226,5420
Templestowe Lower,4,h,1375000,27/05/2017,3107,1,-37.75763,145.09974,5420
Thomastown,3,h,705000,27/05/2017,3074,2,-37.68035,145.00925,7955
Thomastown,3,h,550000,27/05/2017,3074,2,-37.67646,145.03084,7955
Thomastown,3,h,630000,27/05/2017,3074,3,-37.67652,145.02338,7955
Thomastown,3,h,740000,27/05/2017,3074,2,-37.67873,145.01878,7955
Thornbury,2,u,745000,27/05/2017,3071,1,-37.75668,145.00929,8870
Thornbury,3,h,1225000,27/05/2017,3071,0,-37.76126,145.00247,8870
Thornbury,4,h,1400000,27/05/2017,3071,0,-37.75807,145.00782,8870
Truganina,3,u,390000,27/05/2017,3029,1,-37.84169,144.72333,5811
Tullamarine,3,t,555000,27/05/2017,3043,2,-37.69728,144.87455,3296
Tullamarine,3,h,695000,27/05/2017,3043,2,-37.69636,144.88265,3296
Upwey,2,h,575000,27/05/2017,3158,1,-37.91732,145.33501,2591
Viewbank,3,h,870000,27/05/2017,3084,2,-37.73253,145.0873,2698
Warrandyte,4,h,1050000,27/05/2017,3113,2,-37.74113,145.22309,2003
Watsonia North,4,h,710000,27/05/2017,3087,3,-37.69778,145.08516,1442
Watsonia North,3,h,705000,27/05/2017,3087,1,-37.70178,145.0851,1442
Werribee,3,h,570000,27/05/2017,3030,2,-37.90908,144.65774,16166
Werribee,3,h,372000,27/05/2017,3030,1,-37.88831,144.63942,16166
West Footscray,3,u,597000,27/05/2017,3012,1,-37.80962,144.86877,5058
West Melbourne,2,u,660000,27/05/2017,3003,1,-37.80848,144.9437,2230
Westmeadows,3,t,500000,27/05/2017,3049,2,-37.67941,144.8764,2474
Westmeadows,5,h,560000,27/05/2017,3049,2,-37.67688,144.88996,2474
Wheelers Hill,4,h,1200000,27/05/2017,3150,3,-37.91874,145.19157,7392
Wheelers Hill,5,h,1223000,27/05/2017,3150,2,-37.91199,145.18419,7392
Wheelers Hill,4,h,1035000,27/05/2017,3150,2,-37.91075,145.18758,7392
Williamstown,3,h,1367000,27/05/2017,3016,2,-37.85569,144.89374,6380
Williamstown,2,u,880000,27/05/2017,3016,2,-37.86682,144.90003,6380
Williamstown North,3,h,862000,27/05/2017,3016,1,-37.85432,144.88214,802
Wollert,4,h,595000,27/05/2017,3750,2,-37.61337,145.03606,2940
Yarraville,4,h,1190000,27/05/2017,3013,2,-37.81611,144.87945,6543
Yarraville,2,u,709500,27/05/2017,3013,1,-37.81133,144.89553,6543
Abbotsford,2,u,550000,08/07/2017,3067,1,-37.8114,145.01163,4019
Airport West,3,u,670000,08/07/2017,3042,2,-37.72752,144.88358,3464
Albert Park,4,h,3560000,08/07/2017,3206,1,-37.84118,144.95023,3280
Altona North,5,h,1500000,08/07/2017,3025,2,-37.83794,144.84231,5132
Altona North,4,h,1030000,08/07/2017,3025,2,-37.82726,144.83533,5132
Ascot Vale,2,h,1130000,08/07/2017,3032,1,-37.77182,144.90524,6567
Avondale Heights,3,h,820000,08/07/2017,3034,2,-37.77178,144.85397,4502
Avondale Heights,3,h,680000,08/07/2017,3034,1,-37.75718,144.85357,4502
Avondale Heights,3,h,720000,08/07/2017,3034,1,-37.76063,144.8603,4502
Avondale Heights,3,h,1107500,08/07/2017,3034,1,-37.75962,144.86675,4502
Bacchus Marsh,3,h,285000,08/07/2017,3340,2,-37.67344,144.43181,2871
Balaclava,1,u,328500,08/07/2017,3183,1,-37.86874,144.998,2952
Balwyn North,4,t,1575000,08/07/2017,3104,2,-37.80039,145.0961,7809
Bayswater,5,h,900000,08/07/2017,3153,2,-37.85721,145.26305,5030
Bayswater,2,u,520000,08/07/2017,3153,1,-37.845,145.25624,5030
Bentleigh,2,u,380000,08/07/2017,3204,1,-37.9332,145.03794,6795
Berwick,4,h,920000,08/07/2017,3806,2,-38.0683,145.33833,17093
Berwick,4,h,950000,08/07/2017,3806,2,-38.06788,145.33967,17093
Blackburn,2,u,485000,08/07/2017,3130,1,-37.82945,145.15697,5713
Blackburn South,3,h,1291000,08/07/2017,3130,2,-37.84453,145.14446,4387
Boronia,3,h,775000,08/07/2017,3155,2,-37.86126,145.25808,9704
Boronia,4,h,820000,08/07/2017,3155,4,-37.86434,145.25739,9704
Box Hill,5,h,2285000,08/07/2017,3128,2,-37.82148,145.1289,4605
Braybrook,3,h,797000,08/07/2017,3019,2,-37.79382,144.85107,3589
