Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Propertycount
Mentone,3,h,950000,PI,16/09/2017,20,3194,3,1,2,531,,,6162
Mentone,3,t,792000,S,16/09/2017,20,3194,3,2,2,156,,,6162
Mill Park,2,u,445000,SP,16/09/2017,17.9,3082,2,1,1,265,,,10529
Mill Park,3,h,675000,S,16/09/2017,17.9,3082,3,1,4,640,,,10529
Mill Park,4,h,721000,S,16/09/2017,17.9,3082,4,2,2,603,,,10529
Mill Park,4,t,492000,S,16/09/2017,17.9,3082,4,1,1,199,,,10529
Mill Park,4,h,900000,S,16/09/2017,17.9,3082,4,2,2,609,231,,10529
Mill Park,3,h,650000,S,16/09/2017,17.9,3082,3,1,2,588,,,10529
Mitcham,4,h,1120000,SP,16/09/2017,17.2,3132,4,2,2,981,,,6871
Mitcham,3,h,961000,S,16/09/2017,17.2,3132,3,2,1,625,,,6871
Mitcham,3,h,990000,SA,16/09/2017,17.2,3132,3,1,,680,,,6871
Mont Albert,3,t,1580000,S,16/09/2017,10.2,3127,3,2,2,1153,,,2079
Mont Albert,4,h,2500000,VB,16/09/2017,10.2,3127,4,3,3,402,277,,2079
Montmorency,4,h,940000,S,16/09/2017,16.2,3094,4,2,2,870,,,3891
Moonee Ponds,4,h,1200000,VB,16/09/2017,6.2,3039,4,1,1,455,145,,6232
Moonee Ponds,3,h,1007500,S,16/09/2017,6.2,3039,3,1,1,450,,,6232
Moorabbin,3,u,828000,S,16/09/2017,14.3,3189,3,2,2,301,117,,2555
Mordialloc,4,h,1285000,S,16/09/2017,21.5,3195,4,2,4,656,,,3650
Mount Waverley,5,h,2420000,SP,16/09/2017,14.2,3149,5,5,2,757,503,,13366
Mount Waverley,4,h,1335000,SP,16/09/2017,14.2,3149,4,1,3,731,145,,13366
Mount Waverley,3,h,1451000,S,16/09/2017,14.2,3149,3,2,1,730,,,13366
Mount Waverley,4,h,1480000,S,16/09/2017,14.2,3149,4,2,2,695,160,,13366
Mulgrave,3,h,850000,PI,16/09/2017,18.8,3170,3,1,2,648,,,7113
Mulgrave,3,h,912000,S,16/09/2017,18.8,3170,3,2,1,753,,,7113
Mulgrave,4,h,1100000,S,16/09/2017,18.8,3170,4,2,2,748,152,,7113
Narre Warren,4,h,792500,S,16/09/2017,34.1,3805,4,2,2,846,174,,9376
Newport,3,h,1262000,SP,16/09/2017,6.2,3015,3,2,2,343,110,,5498
Newport,4,h,1210000,S,16/09/2017,6.2,3015,4,1,0,325,160,,5498
Niddrie,3,h,1186000,S,16/09/2017,10.4,3042,3,1,4,654,112,,2291
Northcote,3,h,1320000,S,16/09/2017,5.3,3070,3,1,1,227,119,,11364
Northcote,2,h,1325000,S,16/09/2017,5.3,3070,2,1,,315,,,11364
Northcote,2,h,780000,VB,16/09/2017,5.3,3070,2,1,,242,,,11364
Oak Park,5,h,955000,S,16/09/2017,11.2,3046,5,2,4,838,,,2651
Oak Park,3,h,725000,SP,16/09/2017,11.2,3046,3,1,1,327,111,,2651
Oakleigh South,3,h,950000,PI,16/09/2017,15.5,3167,3,1,2,660,,,3692
Parkdale,3,h,1250000,S,16/09/2017,21.5,3195,3,1,2,802,,,5087
Pascoe Vale,3,h,850000,VB,16/09/2017,8.5,3044,3,1,1,712,133,,7485
Pascoe Vale,3,h,1160000,S,16/09/2017,8.5,3044,3,2,2,480,,,7485
Point Cook,4,h,765000,S,16/09/2017,14.7,3030,4,2,2,612,219,,15542
Point Cook,4,h,635000,S,16/09/2017,14.7,3030,4,2,2,334,244,,15542
Port Melbourne,2,h,1260000,S,16/09/2017,3.5,3207,2,1,,112,,,8648
Port Melbourne,3,h,1960000,SP,16/09/2017,3.5,3207,3,2,0,253,230,,8648
Prahran,3,h,1771000,S,16/09/2017,4.6,3181,3,2,1,240,,,7717
Prahran,1,u,515000,S,16/09/2017,4.6,3181,1,1,,284,,,7717
Prahran,3,h,1610000,PI,16/09/2017,4.6,3181,3,2,,111,,,7717
Preston,3,h,1035000,S,16/09/2017,8.4,3072,3,1,2,696,,,14577
Preston,3,h,880000,S,16/09/2017,8.4,3072,3,1,0,480,,,14577
Princes Hill,2,h,1625000,PI,16/09/2017,3.5,3054,2,1,1,253,,,1008
Reservoir,3,h,930000,S,16/09/2017,12,3073,3,1,2,735,,,21650
Reservoir,4,h,912000,S,16/09/2017,12,3073,4,1,2,871,,,21650
Reservoir,3,h,900000,S,16/09/2017,12,3073,3,1,1,694,,,21650
Reservoir,3,h,935000,S,16/09/2017,12,3073,3,1,2,768,,,21650
Reservoir,2,u,465000,SP,16/09/2017,12,3073,2,1,1,676,61,,21650
Reservoir,2,h,920000,S,16/09/2017,12,3073,2,1,2,665,100,,21650
Richmond,3,t,1500000,VB,16/09/2017,2.4,3121,3,2,2,72,145,,14949
Richmond,2,h,1200000,S,16/09/2017,2.4,3121,2,1,,135,86,,14949
Ringwood,3,h,800000,S,16/09/2017,19.9,3134,3,1,3,691,,,7785
Ringwood,4,h,1335000,PI,16/09/2017,19.9,3134,4,1,0,697,,,7785
Ringwood,4,h,935000,S,16/09/2017,19.9,3134,4,3,2,540,119,,7785
Ringwood East,3,h,746000,S,16/09/2017,21.3,3135,3,1,1,400,135,,4407
Ringwood North,4,h,1283000,S,16/09/2017,19.9,3134,4,2,2,1019,,,3619
Rosanna,4,h,1365000,SP,16/09/2017,8.9,3084,4,3,2,687,,,3540
Rosanna,4,h,1775000,S,16/09/2017,8.9,3084,4,2,2,1240,,,3540
Roxburgh Park,3,h,380000,S,16/09/2017,20.6,3064,3,1,1,372,92,,5833
Sandringham,4,h,1665000,S,16/09/2017,15.2,3191,4,3,2,780,,,4497
Sandringham,4,h,1915000,SP,16/09/2017,15.2,3191,4,2,2,563,220,,4497
Scoresby,4,h,950000,S,16/09/2017,22.2,3179,4,2,,758,,,2206
Scoresby,4,h,962000,S,16/09/2017,22.2,3179,4,2,3,724,166,,2206
South Melbourne,1,h,855000,S,16/09/2017,1.9,3205,1,1,0,67,72,,5943
South Yarra,3,h,1305000,SP,16/09/2017,2.7,3141,3,1,,174,110,,14887
Springvale,3,h,770000,SP,16/09/2017,20.8,3171,3,1,4,585,,,7412
Strathmore,3,h,1720000,S,16/09/2017,8.2,3041,3,1,2,631,,,3284
Sunbury,3,h,405000,S,16/09/2017,31.7,3429,3,1,3,515,101,,14092
Sunbury,3,h,482000,S,16/09/2017,31.7,3429,3,1,1,573,126,,14092
Sunbury,3,h,436000,SP,16/09/2017,31.7,3429,3,2,2,350,220,,14092
Sunshine,4,h,830000,PI,16/09/2017,10.5,3020,4,1,3,502,,,3755
Sunshine North,4,h,665000,S,16/09/2017,10.5,3020,4,2,3,600,183,,4217
Sunshine North,3,h,610000,SP,16/09/2017,10.5,3020,3,1,1,581,,,4217
Surrey Hills,3,u,1290000,S,16/09/2017,10.2,3127,3,2,1,270,,,5457
Surrey Hills,4,h,1810000,S,16/09/2017,10.2,3127,4,3,2,349,223,,5457
Surrey Hills,5,h,2230000,SA,16/09/2017,10.2,3127,5,2,2,754,270,,5457
Templestowe,5,h,1930000,S,16/09/2017,15.5,3106,5,3,2,807,377,,6202
Thomastown,3,h,600500,S,16/09/2017,15.3,3074,3,1,1,552,,,7955
Thomastown,3,h,640000,S,16/09/2017,15.3,3074,3,1,2,680,,,7955
Thomastown,3,h,750000,S,16/09/2017,15.3,3074,3,2,2,536,169,,7955
Thornbury,4,h,1605000,PI,16/09/2017,7,3071,4,2,2,348,92,,8870
Thornbury,3,h,1300000,SP,16/09/2017,7,3071,3,1,2,531,,,8870
Toorak,3,h,2076000,S,16/09/2017,4.1,3142,3,1,2,302,,,7217
Vermont,5,h,1150000,PI,16/09/2017,17.2,3133,5,2,2,599,235,,4181
Viewbank,3,h,1009000,S,16/09/2017,8.9,3084,3,2,2,663,136,,2698
Wallan,3,h,366000,S,16/09/2017,44.2,3756,3,1,1,502,77,,3988
Wantirna,3,h,1070000,S,16/09/2017,14.7,3152,3,2,2,673,,,5424
Wantirna South,4,h,1440000,S,16/09/2017,14.7,3152,4,3,6,717,247,,7082
Wantirna South,4,h,1060000,SP,16/09/2017,14.7,3152,4,2,3,729,173,,7082
Watsonia,3,h,792000,S,16/09/2017,14.5,3087,3,1,2,571,124,,2329
Watsonia North,4,h,920000,PI,16/09/2017,14.5,3087,4,2,2,966,,,1442
Werribee,3,h,470000,S,16/09/2017,14.7,3030,3,1,2,640,125,,16166
Werribee,3,h,515000,SP,16/09/2017,14.7,3030,3,2,1,251,194,,16166
Werribee,4,h,603500,SP,16/09/2017,14.7,3030,4,2,4,650,184,,16166
West Footscray,3,h,870000,SP,16/09/2017,6.4,3012,3,1,2,417,109,,5058
West Footscray,4,h,1060000,S,16/09/2017,6.4,3012,3,3,2,512,512,,5058
West Melbourne,3,t,1500000,SP,16/09/2017,3.1,3003,3,2,1,862,209,,2230
Wheelers Hill,3,h,950000,S,16/09/2017,16.7,3150,3,2,2,651,,,7392
Wheelers Hill,4,h,1211000,S,16/09/2017,16.7,3150,4,3,4,653,,,7392
Williams Landing,3,h,555000,SP,16/09/2017,17.6,3027,3,2,2,265,25,,1999
Williamstown North,3,h,1190000,S,16/09/2017,6.8,3016,3,2,2,297,,,802
Windsor,3,h,1425000,S,16/09/2017,4.6,3181,3,1,1,188,150,,4380
Windsor,3,h,1970000,PI,16/09/2017,4.6,3181,3,2,0,362,,,4380
Windsor,2,h,1300000,VB,16/09/2017,4.6,3181,2,1,1,258,,,4380
Yarraville,2,h,921000,S,16/09/2017,6.3,3013,2,1,,161,,,6543
Yarraville,3,h,1190000,SP,16/09/2017,6.3,3013,3,1,2,515,89,,6543
Abbotsford,3,h,1000000,PI,19/08/2017,3,3067,3,1,2,196,,,4019
Albanvale,3,h,506000,S,19/08/2017,14,3021,3,1,2,544,120,,1899
Albert Park,4,h,2550000,S,19/08/2017,3,3206,4,2,,152,175,,3280
Altona North,3,h,880000,PI,19/08/2017,9.4,3025,3,1,2,563,,,5132
Ardeer,3,h,730000,SP,19/08/2017,12.8,3022,3,2,2,739,112,,1281
Armadale,2,h,1460000,S,19/08/2017,6.3,3143,2,1,1,181,80,,4836
Armadale,2,h,1726000,S,19/08/2017,6.3,3143,2,2,2,269,128,,4836
Ashburton,4,h,1920000,S,19/08/2017,10.2,3147,4,3,2,391,203,,3052
Ashwood,3,h,1575000,S,19/08/2017,10.2,3147,3,1,2,787,115,,2894
Aspendale,4,h,1362000,S,19/08/2017,21.5,3195,4,2,3,549,,,2824
Balwyn,4,h,2115000,S,19/08/2017,7.9,3103,4,2,2,766,,,5682
Balwyn,5,h,2562000,S,19/08/2017,7.9,3103,5,3,2,671,,,5682
Balwyn,6,h,2100000,PI,19/08/2017,7.9,3103,6,3,2,845,,,5682
Balwyn North,3,h,1900000,PI,19/08/2017,9.7,3104,3,1,1,912,,,7809
Balwyn North,4,h,2000000,PI,19/08/2017,9.7,3104,4,3,4,958,255,,7809
Balwyn North,4,h,2400000,S,19/08/2017,9.7,3104,4,2,2,746,,,7809
Balwyn North,4,h,2270000,PI,19/08/2017,9.7,3104,4,2,2,654,334,,7809
Balwyn North,5,h,2600000,VB,19/08/2017,9.7,3104,5,4,2,708,,,7809
Balwyn North,3,h,2321000,S,19/08/2017,9.7,3104,3,1,2,923,,,7809
Balwyn North,3,h,1890000,S,19/08/2017,9.7,3104,3,2,1,632,144,,7809
Bentleigh,4,h,1895000,S,19/08/2017,11.4,3204,4,2,2,557,220,,6795
Bentleigh East,4,h,1115000,S,19/08/2017,13.8,3165,4,1,2,579,,,10969
Bentleigh East,3,t,1280000,SP,19/08/2017,13.8,3165,3,2,2,335,239,,10969
Bentleigh East,2,u,690000,S,19/08/2017,13.8,3165,2,2,1,212,,,10969
Bentleigh East,4,h,1595000,S,19/08/2017,13.8,3165,4,1,2,581,167,,10969
Blackburn,3,t,881000,S,19/08/2017,13.4,3130,3,1,1,300,,,5713
Blackburn North,4,h,1300000,S,19/08/2017,13.4,3130,4,2,2,543,,,2867
Briar Hill,2,t,625000,S,19/08/2017,16.1,3088,2,2,1,189,,,1390
Brighton,4,h,3100000,VB,19/08/2017,10.5,3186,4,4,4,753,,,10579
Brighton,4,h,1850000,VB,19/08/2017,10.5,3186,4,3,3,421,170,,10579
Brighton,4,h,2770000,S,19/08/2017,10.5,3186,4,3,2,560,,,10579
Brighton East,4,h,1300000,S,19/08/2017,10.3,3187,4,3,2,221,,,6938
Broadmeadows,3,h,637000,S,19/08/2017,14,3047,3,1,5,670,,,4294
Broadmeadows,3,h,1335000,S,19/08/2017,14,3047,3,1,1,697,,,4294
Brunswick,3,h,905000,S,19/08/2017,5.2,3056,3,1,1,277,,,11918
Brunswick East,1,u,320000,S,19/08/2017,4,3057,1,1,1,682,34,,5533
Bulleen,3,h,1230000,S,19/08/2017,10.8,3105,3,1,1,757,,,4480
Bulleen,4,h,1240000,S,19/08/2017,10.8,3105,4,2,2,602,170,,4480
Bundoora,3,h,1234000,S,19/08/2017,12.1,3083,3,1,2,896,139,,10175
Burwood,3,h,1588000,S,19/08/2017,10.4,3125,3,2,2,708,,,5678
Burwood East,3,h,1000000,VB,19/08/2017,14.7,3151,4,2,2,788,108,,4048
Campbellfield,4,h,650000,VB,19/08/2017,16.6,3061,4,2,4,688,175,,1889
Canterbury,5,h,2550000,PI,19/08/2017,8.4,3126,5,2,4,692,,,3265
Carlton North,2,h,1540000,S,19/08/2017,3.5,3054,2,1,,158,112,,3106
Caroline Springs,3,h,700000,S,19/08/2017,14.8,3023,3,2,3,660,,,7719
Caulfield South,5,h,2450000,PI,19/08/2017,8.7,3162,5,4,2,554,312,,5051
Chelsea Heights,3,h,710000,SP,19/08/2017,27,3196,3,1,1,650,138,,2076
Cheltenham,2,t,955000,SP,19/08/2017,17.9,3192,2,2,1,836,112,,9758
Cheltenham,3,h,1230000,S,19/08/2017,17.9,3192,3,1,1,584,133,,9758
Clarinda,5,h,883300,S,19/08/2017,17.5,3169,5,2,2,402,177,,2727
Clarinda,3,h,790000,S,19/08/2017,17.5,3169,3,1,2,532,114,,2727
Clifton Hill,2,h,1310000,S,19/08/2017,3.6,3068,2,1,,146,104,,2954
Coburg,3,h,880000,S,19/08/2017,6.7,3058,3,1,1,379,107,,11204
Coburg,3,h,1070000,S,19/08/2017,6.7,3058,3,1,2,392,98,,11204
Coburg,5,h,1500000,VB,19/08/2017,6.7,3058,5,3,4,900,180,,11204
Coburg,4,h,1085000,S,19/08/2017,6.7,3058,4,2,1,430,155,,11204
Craigieburn,4,h,640000,PI,19/08/2017,20.6,3064,4,2,2,480,,,15510
Craigieburn,3,h,582500,S,19/08/2017,20.6,3064,3,1,0,947,132,,15510
Craigieburn,4,h,480000,SP,19/08/2017,20.6,3064,4,2,2,312,148,,15510
Craigieburn,4,h,523000,S,19/08/2017,20.6,3064,4,2,2,484,159,,15510
Craigieburn,3,h,485000,S,19/08/2017,20.6,3064,3,2,1,321,150,,15510
Craigieburn,4,h,800000,SA,19/08/2017,20.6,3064,4,2,2,511,,,15510
Craigieburn,4,h,632000,S,19/08/2017,20.6,3064,4,2,2,448,,,15510
Croydon,4,h,1152000,S,19/08/2017,23,3136,4,2,2,1880,255,,11925
Dallas,3,h,475000,S,19/08/2017,14,3047,3,1,2,560,108,,2246
Deer Park,3,h,635000,S,19/08/2017,14.8,3023,3,1,2,712,,,6388
Dingley Village,3,h,871000,S,19/08/2017,22.2,3172,3,2,2,534,,,3940
Dingley Village,4,h,970000,PI,19/08/2017,22.2,3172,4,2,2,364,210,,3940
Doncaster,4,h,1200000,VB,19/08/2017,12.4,3108,4,2,1,650,,,9028
Doncaster,3,h,1410000,S,19/08/2017,12.4,3108,3,1,2,723,,,9028
Doncaster East,4,h,1320000,SP,19/08/2017,14.3,3109,4,3,2,654,,,10999
Doncaster East,3,h,1408000,S,19/08/2017,14.3,3109,3,1,2,656,,,10999
Donvale,4,h,1200000,PI,19/08/2017,16.1,3111,4,2,2,375,254,,4790
Donvale,3,h,988000,S,19/08/2017,16.1,3111,3,2,2,243,150,,4790
Eaglemont,3,h,1925000,S,19/08/2017,8.9,3084,3,2,2,780,,,1651
Edithvale,3,h,875000,SP,19/08/2017,27,3196,3,1,3,694,136,,2546
Elsternwick,3,h,2105000,S,19/08/2017,7.2,3185,3,2,1,346,180,,4898
Elsternwick,4,h,2410000,PI,19/08/2017,7.2,3185,4,2,1,390,120,,4898
Eltham,3,h,810000,VB,19/08/2017,18,3095,3,2,2,868,135,,6990
Eltham North,6,h,1115000,S,19/08/2017,18,3095,6,3,4,966,332,,2346
Elwood,3,h,1380000,S,19/08/2017,7.2,3184,3,1,2,1730,152,,8989
Epping,3,h,678000,S,19/08/2017,19.6,3076,3,1,2,553,,,10926
Epping,4,h,681000,S,19/08/2017,19.6,3076,4,2,2,647,,,10926
Essendon,4,h,1600000,S,19/08/2017,7.5,3040,4,4,3,543,259,,9264
Fairfield,4,h,1280000,S,19/08/2017,5.7,3078,4,2,2,485,133,,2970
Fawkner,4,h,874000,S,19/08/2017,13.1,3060,4,1,2,687,,,5070
Ferntree Gully,3,h,770000,S,19/08/2017,24.8,3156,3,1,0,720,,,10788
Ferntree Gully,4,h,875000,S,19/08/2017,24.8,3156,4,3,4,793,225,,10788
Fitzroy,1,t,580000,VB,19/08/2017,2.1,3065,1,1,1,782,67,,5825
Fitzroy,3,h,2478000,S,19/08/2017,2.1,3065,3,2,,205,106,,5825
Flemington,3,t,1017500,S,19/08/2017,3.4,3031,3,2,2,459,153,,3593
Footscray,2,h,942000,SP,19/08/2017,5.1,3011,2,1,1,241,91,,7570
Footscray,3,h,1320000,S,19/08/2017,5.1,3011,3,2,0,495,,,7570
Frankston,3,h,550000,VB,19/08/2017,38,3199,3,2,1,539,,,17055
Frankston,3,h,690000,S,19/08/2017,38,3199,3,2,2,595,,,17055
Glen Iris,2,h,708000,S,19/08/2017,7.3,3146,2,1,1,151,,,10412
Glen Iris,3,h,1300000,VB,19/08/2017,7.3,3146,3,1,2,403,124,,10412
Glen Iris,3,h,1307500,S,19/08/2017,7.3,3146,3,1,1,316,111,,10412
Glen Iris,3,h,1390000,PI,19/08/2017,7.3,3146,3,2,1,303,150,,10412
Glen Waverley,3,h,1310000,S,19/08/2017,16.7,3150,3,1,1,782,102,,15321
Glen Waverley,5,h,1285000,S,19/08/2017,16.7,3150,5,2,1,651,124,,15321
Glen Waverley,4,h,1292000,S,19/08/2017,16.7,3150,4,2,2,768,169,,15321
Glen Waverley,3,h,1300000,S,19/08/2017,16.7,3150,3,2,3,733,,,15321
Glen Waverley,4,h,1155000,S,19/08/2017,16.7,3150,4,1,1,654,,,15321
Glenroy,4,h,831000,S,19/08/2017,11.2,3046,4,3,3,708,175,,8870
Glenroy,3,h,570000,S,19/08/2017,11.2,3046,3,1,1,308,93,,8870
Glenroy,2,h,805000,SP,19/08/2017,11.2,3046,2,1,4,712,82,,8870
Gowanbrae,4,h,931000,S,19/08/2017,12.9,3043,4,2,2,462,212,,1071
Hampton,5,h,2500000,S,19/08/2017,13.8,3188,5,4,2,627,,,5454
Hawthorn,2,h,1600000,PI,19/08/2017,5.3,3122,2,1,,200,101,,11308
Hawthorn East,2,h,1700000,S,19/08/2017,6.2,3123,2,1,1,223,,,6482
Heathmont,5,h,1825000,SP,19/08/2017,21.3,3135,5,3,2,779,,,3794
Heathmont,3,h,1000000,S,19/08/2017,21.3,3135,3,1,1,715,,,3794
Highett,3,h,1080000,S,19/08/2017,16,3190,3,1,2,652,,,4794
Highett,3,h,2585000,S,19/08/2017,16,3190,3,2,1,703,,,4794
Highett,5,h,1225000,S,19/08/2017,16,3190,5,2,2,506,210,,4794
Hillside,4,h,1111000,S,19/08/2017,18,3037,4,2,2,2002,,,5556
Hillside,3,h,478000,S,19/08/2017,18,3037,3,1,1,318,118,,5556
Hoppers Crossing,3,h,520000,S,19/08/2017,18.4,3029,3,1,2,538,112,,13830
Jacana,4,h,650000,S,19/08/2017,14,3047,4,3,1,693,120,,851
Keilor East,4,h,981000,S,19/08/2017,11.7,3033,4,2,2,633,,,5629
Keilor East,3,h,1295000,S,19/08/2017,11.7,3033,3,3,2,326,271,,5629
Keilor East,4,h,1250000,S,19/08/2017,11.7,3033,4,2,2,534,211,,5629
Keilor East,4,h,986000,S,19/08/2017,11.7,3033,4,1,2,615,176,,5629
Keilor East,3,h,620000,PI,19/08/2017,11.7,3033,3,2,1,292,113,,5629
Kensington,2,t,841000,S,19/08/2017,3.4,3031,2,1,1,105,108,,5263
Kew,3,h,2180000,S,19/08/2017,5.4,3101,3,1,2,372,126,,10331
Kew,4,h,4000000,S,19/08/2017,5.4,3101,4,2,3,792,,,10331
Kew,3,h,1775000,VB,19/08/2017,5.4,3101,3,2,4,733,,,10331
Kew East,3,h,2118000,S,19/08/2017,7.3,3102,3,2,2,664,188,,2671
Kilsyth,3,h,710000,SP,19/08/2017,26,3137,3,1,2,837,130,,4654
Kilsyth,3,h,780000,SP,19/08/2017,26,3137,3,2,1,862,162,,4654
Lalor,3,h,700000,S,19/08/2017,16.3,3075,3,1,1,537,103,,8279
Maidstone,2,h,610000,PI,19/08/2017,6.4,3012,2,1,2,208,,,3873
Malvern East,3,h,2030000,S,19/08/2017,8.4,3145,3,2,2,660,172,,8801
Malvern East,3,h,1800000,PI,19/08/2017,8.4,3145,3,2,1,460,123,,8801
Maribyrnong,4,h,1500000,S,19/08/2017,4.3,3032,4,2,2,650,174,,4918
McKinnon,3,t,1125000,PI,19/08/2017,11.4,3204,3,2,2,305,,,2397
Melton South,3,h,460000,S,19/08/2017,29.8,3338,3,1,1,602,108,,4718
Mentone,3,t,881000,S,19/08/2017,20,3194,3,2,1,332,,,6162
Mernda,3,h,430000,SP,19/08/2017,25.9,3754,3,2,2,180,,,5812
Mernda,3,h,547000,S,19/08/2017,25.9,3754,3,2,2,410,135,,5812
Mill Park,3,h,470000,S,19/08/2017,17.9,3082,3,1,1,290,,,10529
Montmorency,3,h,756000,S,19/08/2017,16.2,3094,3,1,2,204,102,,3891
Mount Evelyn,3,h,515000,S,19/08/2017,31.6,3796,3,1,0,915,101,,3532
Mount Waverley,4,h,1750000,SA,19/08/2017,14.2,3149,4,2,2,570,,,13366
Mount Waverley,4,h,1340000,S,19/08/2017,14.2,3149,4,2,2,800,160,,13366
Niddrie,3,t,1150000,SP,19/08/2017,10.4,3042,3,2,1,317,210,,2291
Nunawading,3,h,1218000,S,19/08/2017,15.4,3131,3,1,1,757,125,,4973
Oakleigh South,2,h,955500,S,19/08/2017,15.5,3167,2,1,3,697,,,3692
Ormond,3,h,1005500,S,19/08/2017,11.4,3204,3,1,2,369,,,3578
Pascoe Vale,3,h,980000,S,19/08/2017,8.5,3044,3,1,1,546,103,,7485
Pascoe Vale,2,t,585500,S,19/08/2017,8.5,3044,2,1,1,100,105,,7485
Port Melbourne,3,h,1230000,S,19/08/2017,3.5,3207,3,1,0,340,,,8648
Prahran,3,h,1390000,S,19/08/2017,4.6,3181,3,2,1,125,0,,7717
Preston,3,h,961000,S,19/08/2017,8.4,3072,3,1,2,529,144,,14577
Preston,3,h,1001000,S,19/08/2017,8.4,3072,3,1,2,464,,,14577
Reservoir,3,h,876000,S,19/08/2017,12,3073,3,1,2,653,120,,21650
Reservoir,4,h,866000,S,19/08/2017,12,3073,4,2,4,576,150,,21650
Reservoir,3,h,775500,S,19/08/2017,12,3073,3,1,3,586,120,,21650
Reservoir,4,h,920000,S,19/08/2017,12,3073,4,2,2,743,,,21650
Roxburgh Park,3,h,400000,S,19/08/2017,20.6,3064,3,1,2,368,,,5833
South Melbourne,3,h,1412000,SP,19/08/2017,1.9,3205,3,1,,128,130,,5943
South Morang,5,h,597000,S,19/08/2017,20.5,3752,5,3,2,582,175,,7969
South Yarra,3,h,1400000,S,19/08/2017,2.7,3141,3,2,2,462,,,14887
Spotswood,2,h,782500,S,19/08/2017,6.2,3015,2,1,1,243,,,1223
Springvale South,3,h,750000,VB,19/08/2017,22.2,3172,3,1,3,775,,,4054
St Albans,3,h,626000,S,19/08/2017,14,3021,3,1,2,557,138,,14042
Strathmore Heights,3,h,1000000,S,19/08/2017,8.2,3041,3,1,2,534,149,,389
Sunbury,3,h,480500,S,19/08/2017,31.7,3429,3,1,1,664,,,14092
Sunbury,3,h,431250,SP,19/08/2017,31.7,3429,3,2,2,650,,,14092
Sunshine North,3,h,502500,S,19/08/2017,10.5,3020,3,1,3,331,123,,4217
Sunshine West,3,h,650000,S,19/08/2017,10.5,3020,3,1,1,650,117,,6763
Surrey Hills,5,h,1825000,S,19/08/2017,10.2,3127,5,3,2,368,,,5457
Surrey Hills,3,h,2567500,S,19/08/2017,10.2,3127,3,2,2,1004,,,5457
Templestowe,4,h,1150000,PI,19/08/2017,15.5,3106,4,2,2,779,185,,6202
Templestowe Lower,4,h,1280000,PI,19/08/2017,12.4,3107,4,2,2,887,195,,5420
Thornbury,2,h,1200000,S,19/08/2017,7,3071,2,1,1,277,,,8870
Truganina,4,h,635000,S,19/08/2017,18.4,3029,4,2,2,512,,,5811
Vermont,5,h,1300000,S,19/08/2017,17.2,3133,5,2,2,891,177,,4181
Vermont South,4,h,1138000,S,19/08/2017,17.2,3133,4,2,2,784,,,4280
Vermont South,5,h,1360000,S,19/08/2017,17.2,3133,5,3,2,882,212,,4280
Vermont South,5,h,1300000,S,19/08/2017,17.2,3133,5,2,2,786,,,4280
Viewbank,4,h,1612000,S,19/08/2017,8.9,3084,4,2,2,1113,,,2698
Wantirna,4,h,1150000,S,19/08/2017,14.7,3152,4,2,2,842,,,5424
Wantirna South,5,h,1235000,S,19/08/2017,14.7,3152,5,3,2,634,294,,7082
Warrandyte,4,h,1600000,S,19/08/2017,21.1,3113,4,2,2,4168,,,2003
Watsonia,4,h,900000,SP,19/08/2017,14.5,3087,4,1,1,670,,,2329
Werribee,3,h,490000,S,19/08/2017,14.7,3030,3,2,2,536,141,,16166
Werribee,3,h,412700,S,19/08/2017,14.7,3030,3,1,1,299,112,,16166
West Footscray,4,h,990000,S,19/08/2017,6.4,3012,4,2,2,501,129,,5058
West Footscray,3,h,1100500,S,19/08/2017,6.4,3012,3,2,2,427,119,,5058
West Footscray,3,h,675000,VB,19/08/2017,6.4,3012,3,1,1,160,,,5058
West Footscray,2,h,855000,S,19/08/2017,6.4,3012,2,1,1,332,,,5058
Wheelers Hill,4,h,1200000,S,19/08/2017,16.7,3150,4,2,2,650,,,7392
Wheelers Hill,4,h,1480000,S,19/08/2017,16.7,3150,4,3,2,649,,,7392
Wheelers Hill,4,h,1500000,S,19/08/2017,16.7,3150,4,2,2,657,,,7392
Wheelers Hill,4,h,1194700,SP,19/08/2017,16.7,3150,4,2,2,875,,,7392
Williamstown,5,h,2550000,PI,19/08/2017,6.8,3016,5,2,2,840,244,,6380
Wyndham Vale,3,h,475000,S,19/08/2017,27.2,3024,3,2,1,300,179,,5262
Yallambie,4,h,1025000,S,19/08/2017,12.7,3085,4,2,2,585,212,,1369
Aberfeldie,5,h,1830000,S,23/09/2017,7.5,3040,5,4,4,730,373,,1543
Airport West,3,h,860000,S,23/09/2017,10.4,3042,3,2,2,593,,,3464
Airport West,3,h,850000,S,23/09/2017,10.4,3042,3,1,2,551,96,,3464
Albanvale,3,h,565000,S,23/09/2017,14,3021,3,1,2,619,,,1899
Albert Park,3,h,2100000,VB,23/09/2017,3,3206,3,2,,137,125,,3280
Albion,3,h,760000,S,23/09/2017,10.5,3020,3,1,1,697,121,,2185
Altona Meadows,4,h,750000,S,23/09/2017,15.5,3028,4,2,2,636,232,,7630
Altona North,3,h,980000,S,23/09/2017,9.4,3025,3,1,2,667,,,5132
