Suburb ,Type,Date
North Melbourne,h,23/06/2018
Northcote,t,23/06/2018
Nunawading,h,23/06/2018
Oakleigh,h,23/06/2018
Ormond,h,23/06/2018
Ormond,t,23/06/2018
Ormond,h,23/06/2018
Parkdale,h,23/06/2018
Pascoe Vale,h,23/06/2018
Pascoe Vale,t,23/06/2018
Patterson Lakes,h,23/06/2018
Port Melbourne,h,23/06/2018
Port Melbourne,h,23/06/2018
Prahran,h,23/06/2018
Prahran,u,23/06/2018
Prahran,h,23/06/2018
Preston,h,23/06/2018
Preston,h,23/06/2018
Preston,h,23/06/2018
Preston,t,23/06/2018
Preston,h,23/06/2018
Princes Hill,h,23/06/2018
Reservoir,t,23/06/2018
Reservoir,h,23/06/2018
Reservoir,h,23/06/2018
Reservoir,h,23/06/2018
Reservoir,u,23/06/2018
Reservoir,h,23/06/2018
Reservoir,h,23/06/2018
Richmond,t,23/06/2018
Richmond,t,23/06/2018
Richmond,h,23/06/2018
Richmond,h,23/06/2018
Richmond,u,23/06/2018
Richmond,h,23/06/2018
Ringwood East,h,23/06/2018
Roxburgh Park,h,23/06/2018
Roxburgh Park,h,23/06/2018
Roxburgh Park,h,23/06/2018
Roxburgh Park,h,23/06/2018
Sandringham,h,23/06/2018
Seaford,h,23/06/2018
Seaholme,t,23/06/2018
South Kingsville,h,23/06/2018
South Melbourne,u,23/06/2018
South Morang,h,23/06/2018
South Yarra,h,23/06/2018
South Yarra,u,23/06/2018
South Yarra,u,23/06/2018
Southbank,u,23/06/2018
Springvale,h,23/06/2018
St Kilda,u,23/06/2018
St Kilda,u,23/06/2018
St Kilda,h,23/06/2018
St Kilda,u,23/06/2018
Strathmore,h,23/06/2018
Sunshine,h,23/06/2018
Sunshine North,h,23/06/2018
Sunshine West,h,23/06/2018
Surrey Hills,u,23/06/2018
Surrey Hills,h,23/06/2018
Taylors Lakes,h,23/06/2018
Thomastown,u,23/06/2018
Thomastown,h,23/06/2018
Thornbury,h,23/06/2018
Thornbury,t,23/06/2018
Toorak,u,23/06/2018
Toorak,h,23/06/2018
Wantirna South,h,23/06/2018
Wantirna South,u,23/06/2018
Wantirna South,h,23/06/2018
Watsonia,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
Werribee,h,23/06/2018
West Melbourne,u,23/06/2018
Westmeadows,h,23/06/2018
Westmeadows,h,23/06/2018
Wheelers Hill,h,23/06/2018
Williamstown,h,23/06/2018
Yarraville,h,23/06/2018
Yarraville,h,23/06/2018
Abbotsford,u,23/09/2017
Abbotsford,h,23/09/2017
Aberfeldie,h,23/09/2017
Airport West,h,23/09/2017
Airport West,h,23/09/2017
Airport West,u,23/09/2017
Albanvale,h,23/09/2017
Albert Park,u,23/09/2017
Albion,h,23/09/2017
Alphington,h,23/09/2017
Altona,u,23/09/2017
Altona Meadows,h,23/09/2017
Altona North,h,23/09/2017
Altona North,h,23/09/2017
Armadale,h,23/09/2017
Armadale,h,23/09/2017
Armadale,h,23/09/2017
Ascot Vale,t,23/09/2017
Ascot Vale,h,23/09/2017
Ashburton,h,23/09/2017
Ashburton,h,23/09/2017
Ashwood,h,23/09/2017
Ashwood,t,23/09/2017
Aspendale,t,23/09/2017
Aspendale,h,23/09/2017
Aspendale,h,23/09/2017
Attwood,h,23/09/2017
Avondale Heights,h,23/09/2017
Balwyn,h,23/09/2017
Balwyn,h,23/09/2017
Bayswater,h,23/09/2017
Bayswater,h,23/09/2017
Bayswater North,h,23/09/2017
Bayswater North,h,23/09/2017
Bayswater North,h,23/09/2017
Beaconsfield Upper,h,23/09/2017
Bellfield,h,23/09/2017
Bentleigh,h,23/09/2017
Bentleigh,h,23/09/2017
Bentleigh East,h,23/09/2017
Bentleigh East,u,23/09/2017
Bentleigh East,t,23/09/2017
Bentleigh East,u,23/09/2017
Bentleigh East,h,23/09/2017
Bentleigh East,h,23/09/2017
Black Rock,h,23/09/2017
Black Rock,u,23/09/2017
Blackburn,h,23/09/2017
Blackburn North,h,23/09/2017
Blackburn North,h,23/09/2017
Blackburn North,h,23/09/2017
Blackburn South,h,23/09/2017
Boronia,h,23/09/2017
Box Hill,h,23/09/2017
Box Hill,u,23/09/2017
Box Hill,u,23/09/2017
Braybrook,h,23/09/2017
Brighton,h,23/09/2017
Brighton,u,23/09/2017
Brighton,u,23/09/2017
Brighton East,h,23/09/2017
Brighton East,h,23/09/2017
Brighton East,t,23/09/2017
Broadmeadows,h,23/09/2017
Broadmeadows,h,23/09/2017
Brunswick,h,23/09/2017
Brunswick,h,23/09/2017
Brunswick,h,23/09/2017
Brunswick,h,23/09/2017
Brunswick,h,23/09/2017
Brunswick,u,23/09/2017
Brunswick,h,23/09/2017
Brunswick East,h,23/09/2017
Brunswick East,u,23/09/2017
Bulleen,h,23/09/2017
Bundoora,h,23/09/2017
Bundoora,h,23/09/2017
Bundoora,h,23/09/2017
Bundoora,u,23/09/2017
Bundoora,t,23/09/2017
Burnside Heights,h,23/09/2017
Burwood East,h,23/09/2017
Camberwell,h,23/09/2017
Camberwell,u,23/09/2017
Camberwell,h,23/09/2017
Carlton,u,23/09/2017
Carnegie,u,23/09/2017
Carnegie,u,23/09/2017
Carnegie,u,23/09/2017
Carnegie,u,23/09/2017
Caroline Springs,h,23/09/2017
Carrum,u,23/09/2017
Chadstone,t,23/09/2017
Chadstone,h,23/09/2017
Chelsea,u,23/09/2017
Chelsea,h,23/09/2017
Chelsea Heights,h,23/09/2017
Cheltenham,u,23/09/2017
Cheltenham,t,23/09/2017
Cheltenham,h,23/09/2017
Cheltenham,t,23/09/2017
Cheltenham,h,23/09/2017
Cheltenham,h,23/09/2017
Clayton South,h,23/09/2017
Clifton Hill,h,23/09/2017
Coburg,h,23/09/2017
Coburg,h,23/09/2017
Coburg,h,23/09/2017
Collingwood,h,23/09/2017
Craigieburn,h,23/09/2017
Craigieburn,h,23/09/2017
Craigieburn,h,23/09/2017
Craigieburn,h,23/09/2017
Craigieburn,h,23/09/2017
Craigieburn,h,23/09/2017
Croydon,h,23/09/2017
Croydon,h,23/09/2017
Croydon,h,23/09/2017
Croydon North,h,23/09/2017
Croydon South,h,23/09/2017
Dallas,h,23/09/2017
Dandenong,u,23/09/2017
Dandenong,u,23/09/2017
Dandenong North,u,23/09/2017
Deer Park,h,23/09/2017
Delahey,h,23/09/2017
Delahey,h,23/09/2017
Delahey,h,23/09/2017
Derrimut,h,23/09/2017
Diamond Creek,h,23/09/2017
Diamond Creek,h,23/09/2017
Doncaster,h,23/09/2017
Doncaster East,h,23/09/2017
Doncaster East,h,23/09/2017
Doncaster East,h,23/09/2017
Doncaster East,h,23/09/2017
Donvale,u,23/09/2017
Edithvale,t,23/09/2017
Edithvale,h,23/09/2017
Edithvale,h,23/09/2017
Elwood,u,23/09/2017
Elwood,u,23/09/2017
Epping,h,23/09/2017
Epping,h,23/09/2017
Epping,h,23/09/2017
Epping,h,23/09/2017
Essendon,h,23/09/2017
Essendon,h,23/09/2017
Essendon,h,23/09/2017
Essendon,h,23/09/2017
Essendon,h,23/09/2017
Fairfield,h,23/09/2017
Fawkner,h,23/09/2017
Ferntree Gully,h,23/09/2017
Ferntree Gully,h,23/09/2017
Fitzroy,h,23/09/2017
Fitzroy North,h,23/09/2017
Fitzroy North,h,23/09/2017
Fitzroy North,h,23/09/2017
Flemington,h,23/09/2017
Flemington,u,23/09/2017
Forest Hill,h,23/09/2017
Forest Hill,h,23/09/2017
Frankston,h,23/09/2017
Frankston,h,23/09/2017
Frankston South,h,23/09/2017
Gladstone Park,h,23/09/2017
Glen Huntly,u,23/09/2017
Glen Iris,u,23/09/2017
Glen Iris,h,23/09/2017
Glen Waverley,h,23/09/2017
Glen Waverley,h,23/09/2017
Glen Waverley,h,23/09/2017
Glen Waverley,h,23/09/2017
Glenroy,h,23/09/2017
Glenroy,h,23/09/2017
Glenroy,t,23/09/2017
Gowanbrae,h,23/09/2017
Greensborough,u,23/09/2017
Greensborough,u,23/09/2017
Greensborough,h,23/09/2017
Greensborough,h,23/09/2017
Greenvale,h,23/09/2017
Greenvale,h,23/09/2017
Hawthorn,u,23/09/2017
Hawthorn,u,23/09/2017
Hawthorn,u,23/09/2017
Hawthorn East,h,23/09/2017
Hawthorn East,h,23/09/2017
Hawthorn East,h,23/09/2017
Heathmont,h,23/09/2017
Heidelberg,h,23/09/2017
Heidelberg,h,23/09/2017
Heidelberg Heights,h,23/09/2017
Heidelberg Heights,u,23/09/2017
Heidelberg Heights,h,23/09/2017
Heidelberg West,h,23/09/2017
Highett,h,23/09/2017
Highett,h,23/09/2017
Highett,u,23/09/2017
Hillside,h,23/09/2017
Hillside,h,23/09/2017
Hoppers Crossing,h,23/09/2017
Hoppers Crossing,h,23/09/2017
Hoppers Crossing,h,23/09/2017
Hoppers Crossing,h,23/09/2017
Hoppers Crossing,h,23/09/2017
Hughesdale,h,23/09/2017
Ivanhoe,h,23/09/2017
Ivanhoe,u,23/09/2017
Ivanhoe,u,23/09/2017
Ivanhoe,u,23/09/2017
Ivanhoe,h,23/09/2017
Ivanhoe East,u,23/09/2017
Jacana,h,23/09/2017
Kealba,h,23/09/2017
Keilor Downs,h,23/09/2017
Keilor East,u,23/09/2017
Keilor East,h,23/09/2017
Kensington,h,23/09/2017
Kensington,h,23/09/2017
Kensington,u,23/09/2017
Kew,t,23/09/2017
Kew,u,23/09/2017
Kew,h,23/09/2017
Kew,h,23/09/2017
Keysborough,h,23/09/2017
Kingsbury,u,23/09/2017
Kingsbury,h,23/09/2017
Kurunjang,h,23/09/2017
Lalor,h,23/09/2017
Lalor,h,23/09/2017
Lalor,h,23/09/2017
Lower Plenty,t,23/09/2017
MacLeod,u,23/09/2017
Maribyrnong,u,23/09/2017
Maribyrnong,h,23/09/2017
Maribyrnong,h,23/09/2017
McKinnon,t,23/09/2017
Meadow Heights,h,23/09/2017
Meadow Heights,h,23/09/2017
Meadow Heights,h,23/09/2017
Melbourne,u,23/09/2017
Melbourne,u,23/09/2017
Melton,h,23/09/2017
Melton,h,23/09/2017
Melton West,h,23/09/2017
Melton West,h,23/09/2017
Mentone,h,23/09/2017
Mentone,u,23/09/2017
Mernda,h,23/09/2017
Mill Park,h,23/09/2017
Mill Park,h,23/09/2017
Mill Park,h,23/09/2017
Mill Park,h,23/09/2017
Mitcham,h,23/09/2017
Mitcham,h,23/09/2017
Mitcham,h,23/09/2017
Mont Albert,u,23/09/2017
Mont Albert,h,23/09/2017
Montmorency,h,23/09/2017
Moonee Ponds,u,23/09/2017
Moonee Ponds,h,23/09/2017
Mooroolbark,h,23/09/2017
Mooroolbark,h,23/09/2017
Mordialloc,h,23/09/2017
Mordialloc,u,23/09/2017
Mount Waverley,h,23/09/2017
Mount Waverley,h,23/09/2017
Mount Waverley,h,23/09/2017
Mount Waverley,u,23/09/2017
Mount Waverley,u,23/09/2017
Mount Waverley,h,23/09/2017
Mulgrave,h,23/09/2017
Mulgrave,h,23/09/2017
Mulgrave,h,23/09/2017
New Gisborne,h,23/09/2017
New Gisborne,h,23/09/2017
Newport,h,23/09/2017
Niddrie,h,23/09/2017
Niddrie,h,23/09/2017
North Melbourne,u,23/09/2017
North Melbourne,t,23/09/2017
Northcote,h,23/09/2017
Northcote,h,23/09/2017
Northcote,t,23/09/2017
Northcote,u,23/09/2017
Northcote,h,23/09/2017
Northcote,u,23/09/2017
Northcote,h,23/09/2017
Notting Hill,h,23/09/2017
Nunawading,h,23/09/2017
Oak Park,h,23/09/2017
Oak Park,t,23/09/2017
Oakleigh,u,23/09/2017
Oakleigh East,u,23/09/2017
Oakleigh South,h,23/09/2017
Ormond,h,23/09/2017
Parkdale,h,23/09/2017
Point Cook,h,23/09/2017
Point Cook,h,23/09/2017
Port Melbourne,u,23/09/2017
Port Melbourne,h,23/09/2017
Prahran,h,23/09/2017
Prahran,u,23/09/2017
Prahran,t,23/09/2017
Prahran,h,23/09/2017
Prahran,h,23/09/2017
Preston,h,23/09/2017
Preston,h,23/09/2017
Preston,h,23/09/2017
Reservoir,t,23/09/2017
Reservoir,h,23/09/2017
Reservoir,u,23/09/2017
Reservoir,h,23/09/2017
Reservoir,h,23/09/2017
Reservoir,h,23/09/2017
Reservoir,h,23/09/2017
Reservoir,h,23/09/2017
Richmond,h,23/09/2017
Richmond,u,23/09/2017
Richmond,t,23/09/2017
Richmond,h,23/09/2017
Richmond,t,23/09/2017
Richmond,u,23/09/2017
Richmond,h,23/09/2017
Ringwood,h,23/09/2017
Ringwood East,h,23/09/2017
Ringwood North,h,23/09/2017
Rosanna,h,23/09/2017
Rowville,h,23/09/2017
Rowville,h,23/09/2017
Roxburgh Park,h,23/09/2017
Roxburgh Park,h,23/09/2017
Sandringham,t,23/09/2017
Seaholme,u,23/09/2017
Seddon,h,23/09/2017
South Melbourne,h,23/09/2017
South Melbourne,t,23/09/2017
South Melbourne,u,23/09/2017
South Morang,h,23/09/2017
South Morang,u,23/09/2017
South Yarra,u,23/09/2017
South Yarra,u,23/09/2017
South Yarra,u,23/09/2017
South Yarra,h,23/09/2017
South Yarra,u,23/09/2017
South Yarra,u,23/09/2017
Springvale,h,23/09/2017
Springvale,u,23/09/2017
Springvale,u,23/09/2017
St Albans,h,23/09/2017
St Albans,h,23/09/2017
St Helena,h,23/09/2017
St Kilda,u,23/09/2017
St Kilda,h,23/09/2017
St Kilda,u,23/09/2017
St Kilda,u,23/09/2017
Strathmore,h,23/09/2017
Strathmore,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunbury,h,23/09/2017
Sunshine,h,23/09/2017
Sunshine North,h,23/09/2017
Sunshine North,h,23/09/2017
Sunshine West,t,23/09/2017
Surrey Hills,h,23/09/2017
Surrey Hills,h,23/09/2017
Surrey Hills,u,23/09/2017
Surrey Hills,h,23/09/2017
Surrey Hills,h,23/09/2017
Taylors Hill,h,23/09/2017
Taylors Lakes,h,23/09/2017
Taylors Lakes,h,23/09/2017
Taylors Lakes,h,23/09/2017
Templestowe,h,23/09/2017
Templestowe Lower,h,23/09/2017
Templestowe Lower,h,23/09/2017
The Basin,h,23/09/2017
Thomastown,h,23/09/2017
Thomastown,h,23/09/2017
Thornbury,u,23/09/2017
Thornbury,u,23/09/2017
Thornbury,h,23/09/2017
Thornbury,t,23/09/2017
Toorak,t,23/09/2017
Tullamarine,u,23/09/2017
Vermont,h,23/09/2017
Vermont,h,23/09/2017
Wantirna,h,23/09/2017
Wantirna,h,23/09/2017
Wantirna South,h,23/09/2017
Wantirna South,h,23/09/2017
Wantirna South,h,23/09/2017
Warrandyte,h,23/09/2017
Werribee,h,23/09/2017
Werribee,h,23/09/2017
West Melbourne,u,23/09/2017
Wheelers Hill,h,23/09/2017
Wheelers Hill,h,23/09/2017
Wheelers Hill,h,23/09/2017
Wheelers Hill,h,23/09/2017
Williamstown,h,23/09/2017
Windsor,h,23/09/2017
Wollert,t,23/09/2017
Wyndham Vale,h,23/09/2017
Wyndham Vale,h,23/09/2017
Yallambie,h,23/09/2017
Yarraville,t,23/09/2017
Yarraville,h,23/09/2017
Yarraville,u,23/09/2017
Airport West,h,23/12/2017
Airport West,h,23/12/2017
Albert Park,h,23/12/2017
Altona,u,23/12/2017
Altona,h,23/12/2017
Altona Meadows,h,23/12/2017
Armadale,h,23/12/2017
Ashwood,h,23/12/2017
Aspendale,h,23/12/2017
Avondale Heights,h,23/12/2017
Balwyn,h,23/12/2017
Balwyn North,u,23/12/2017
Balwyn North,h,23/12/2017
Balwyn North,h,23/12/2017
Balwyn North,h,23/12/2017
Balwyn North,h,23/12/2017
Bayswater,h,23/12/2017
Bayswater,h,23/12/2017
Bayswater,u,23/12/2017
Bentleigh,h,23/12/2017
Bentleigh,t,23/12/2017
Bentleigh East,t,23/12/2017
Bentleigh East,u,23/12/2017
Bentleigh East,t,23/12/2017
Bentleigh East,t,23/12/2017
Bentleigh East,h,23/12/2017
Bentleigh East,h,23/12/2017
Bentleigh East,h,23/12/2017
Bentleigh East,h,23/12/2017
Berwick,h,23/12/2017
Black Rock,u,23/12/2017
Blackburn,h,23/12/2017
Blackburn North,h,23/12/2017
Blackburn North,h,23/12/2017
Boronia,h,23/12/2017
Box Hill,u,23/12/2017
Braybrook,h,23/12/2017
Briar Hill,h,23/12/2017
Brighton,h,23/12/2017
Brighton,h,23/12/2017
Brighton East,h,23/12/2017
Brighton East,h,23/12/2017
Brighton East,h,23/12/2017
Brighton East,h,23/12/2017
Brooklyn,t,23/12/2017
Brunswick,h,23/12/2017
Brunswick,h,23/12/2017
Brunswick,h,23/12/2017
Brunswick,t,23/12/2017
Brunswick,h,23/12/2017
Brunswick West,h,23/12/2017
Bulleen,h,23/12/2017
Bundoora,h,23/12/2017
Bundoora,h,23/12/2017
Bundoora,h,23/12/2017
Burwood,h,23/12/2017
Cairnlea,h,23/12/2017
Camberwell,h,23/12/2017
Camberwell,h,23/12/2017
Camberwell,h,23/12/2017
Canterbury,u,23/12/2017
Carlton,h,23/12/2017
Carlton,u,23/12/2017
Carlton North,h,23/12/2017
Carlton North,h,23/12/2017
Carnegie,u,23/12/2017
Carnegie,u,23/12/2017
Carnegie,h,23/12/2017
Carnegie,h,23/12/2017
Carrum,u,23/12/2017
Caulfield South,t,23/12/2017
Chadstone,h,23/12/2017
Chelsea,u,23/12/2017
Cheltenham,t,23/12/2017
Cheltenham,t,23/12/2017
Cheltenham,h,23/12/2017
Cheltenham,h,23/12/2017
Chirnside Park,h,23/12/2017
Clarinda,h,23/12/2017
Clarinda,h,23/12/2017
Clayton,t,23/12/2017
Coburg,h,23/12/2017
Coburg,h,23/12/2017
Coburg,t,23/12/2017
Coburg,u,23/12/2017
Coburg North,h,23/12/2017
Coburg North,h,23/12/2017
Coburg North,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,t,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Craigieburn,h,23/12/2017
Cranbourne West,h,23/12/2017
Cremorne,h,23/12/2017
Croydon,h,23/12/2017
Croydon,h,23/12/2017
Croydon,h,23/12/2017
Croydon,h,23/12/2017
Dandenong North,h,23/12/2017
Deepdene,h,23/12/2017
Deer Park,h,23/12/2017
Derrimut,h,23/12/2017
Derrimut,h,23/12/2017
Diamond Creek,h,23/12/2017
Diamond Creek,h,23/12/2017
Dingley Village,u,23/12/2017
Dingley Village,h,23/12/2017
Dingley Village,h,23/12/2017
Doncaster East,h,23/12/2017
Doncaster East,h,23/12/2017
Doncaster East,h,23/12/2017
Doncaster East,h,23/12/2017
Doreen,h,23/12/2017
Doreen,h,23/12/2017
Doreen,h,23/12/2017
East Melbourne,h,23/12/2017
Elwood,h,23/12/2017
Endeavour Hills,h,23/12/2017
Epping,h,23/12/2017
Epping,h,23/12/2017
Epping,u,23/12/2017
Epping,u,23/12/2017
Epping,h,23/12/2017
Epping,h,23/12/2017
Essendon,u,23/12/2017
Essendon,h,23/12/2017
Essendon,t,23/12/2017
Essendon,h,23/12/2017
Essendon,u,23/12/2017
Fawkner,u,23/12/2017
Fawkner,h,23/12/2017
Ferntree Gully,h,23/12/2017
Fitzroy,h,23/12/2017
Fitzroy,u,23/12/2017
Fitzroy North,h,23/12/2017
Flemington,t,23/12/2017
Footscray,h,23/12/2017
Footscray,t,23/12/2017
Frankston,h,23/12/2017
Frankston,t,23/12/2017
Frankston,h,23/12/2017
Frankston,u,23/12/2017
Frankston,h,23/12/2017
Frankston,h,23/12/2017
Frankston,h,23/12/2017
Frankston,h,23/12/2017
Frankston,t,23/12/2017
Frankston South,h,23/12/2017
Frankston South,h,23/12/2017
Gisborne,h,23/12/2017
Gisborne,h,23/12/2017
Gladstone Park,h,23/12/2017
Glen Iris,u,23/12/2017
Glen Iris,h,23/12/2017
Glen Iris,h,23/12/2017
Glen Iris,h,23/12/2017
Glenroy,t,23/12/2017
Glenroy,h,23/12/2017
Glenroy,h,23/12/2017
Glenroy,h,23/12/2017
Glenroy,h,23/12/2017
Glenroy,u,23/12/2017
Glenroy,t,23/12/2017
Glenroy,h,23/12/2017
Gowanbrae,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,t,23/12/2017
Greensborough,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,h,23/12/2017
Greensborough,t,23/12/2017
Greenvale,h,23/12/2017
Greenvale,h,23/12/2017
Greenvale,h,23/12/2017
Greenvale,h,23/12/2017
Greenvale,h,23/12/2017
Hadfield,h,23/12/2017
Hadfield,h,23/12/2017
Hampton,u,23/12/2017
Hampton,h,23/12/2017
Hampton,t,23/12/2017
Hawthorn,u,23/12/2017
Hawthorn,h,23/12/2017
Hawthorn,u,23/12/2017
Hawthorn,u,23/12/2017
Hawthorn,u,23/12/2017
Hawthorn East,u,23/12/2017
Heathmont,h,23/12/2017
Heidelberg West,h,23/12/2017
Highett,h,23/12/2017
Hillside,h,23/12/2017
Hillside,h,23/12/2017
Hillside,h,23/12/2017
Hillside,h,23/12/2017
Hoppers Crossing,h,23/12/2017
Hoppers Crossing,h,23/12/2017
Hoppers Crossing,h,23/12/2017
Hoppers Crossing,h,23/12/2017
Hoppers Crossing,h,23/12/2017
Ivanhoe,u,23/12/2017
Ivanhoe,h,23/12/2017
Ivanhoe East,h,23/12/2017
Keilor Downs,h,23/12/2017
Keilor Downs,h,23/12/2017
Keilor Downs,h,23/12/2017
Keilor East,h,23/12/2017
Keilor East,h,23/12/2017
Keilor East,h,23/12/2017
Keilor East,h,23/12/2017
Kensington,h,23/12/2017
Kew,u,23/12/2017
Kew,h,23/12/2017
Kew East,h,23/12/2017
Kew East,h,23/12/2017
Keysborough,h,23/12/2017
Kilsyth,h,23/12/2017
Kings Park,h,23/12/2017
Kings Park,h,23/12/2017
Kingsbury,u,23/12/2017
Kingsville,h,23/12/2017
Kurunjang,h,23/12/2017
Kurunjang,h,23/12/2017
Lalor,h,23/12/2017
Lalor,h,23/12/2017
Lalor,h,23/12/2017
Lalor,h,23/12/2017
Lalor,h,23/12/2017
Langwarrin,h,23/12/2017
Langwarrin,h,23/12/2017
Lower Plenty,t,23/12/2017
MacLeod,u,23/12/2017
MacLeod,h,23/12/2017
Maidstone,u,23/12/2017
Maidstone,u,23/12/2017
Maidstone,h,23/12/2017
Maidstone,h,23/12/2017
Malvern East,h,23/12/2017
Malvern East,h,23/12/2017
Malvern East,u,23/12/2017
McKinnon,h,23/12/2017
McKinnon,h,23/12/2017
Melton West,h,23/12/2017
Mentone,t,23/12/2017
Mernda,h,23/12/2017
Mernda,h,23/12/2017
Mernda,t,23/12/2017
Mernda,h,23/12/2017
Mernda,h,23/12/2017
Mickleham,h,23/12/2017
Mill Park,h,23/12/2017
Mill Park,h,23/12/2017
Mill Park,h,23/12/2017
Mill Park,h,23/12/2017
Mill Park,h,23/12/2017
Mill Park,h,23/12/2017
Mitcham,h,23/12/2017
Mitcham,u,23/12/2017
Mitcham,h,23/12/2017
Mont Albert,u,23/12/2017
Montmorency,h,23/12/2017
Moonee Ponds,h,23/12/2017
Mordialloc,t,23/12/2017
Mount Waverley,h,23/12/2017
Mount Waverley,h,23/12/2017
Mount Waverley,h,23/12/2017
Mount Waverley,h,23/12/2017
Mount Waverley,u,23/12/2017
Mulgrave,h,23/12/2017
Murrumbeena,u,23/12/2017
Murrumbeena,h,23/12/2017
Murrumbeena,h,23/12/2017
New Gisborne,h,23/12/2017
Newport,t,23/12/2017
Newport,h,23/12/2017
Noble Park,h,23/12/2017
Noble Park,t,23/12/2017
Northcote,h,23/12/2017
Northcote,h,23/12/2017
Northcote,h,23/12/2017
Northcote,h,23/12/2017
Northcote,u,23/12/2017
Nunawading,h,23/12/2017
Nunawading,h,23/12/2017
Ormond,u,23/12/2017
Pascoe Vale,t,23/12/2017
Pascoe Vale,t,23/12/2017
Pascoe Vale,h,23/12/2017
Pascoe Vale,h,23/12/2017
Plumpton,h,23/12/2017
Point Cook,h,23/12/2017
Point Cook,h,23/12/2017
Port Melbourne,u,23/12/2017
Port Melbourne,u,23/12/2017
Port Melbourne,u,23/12/2017
Prahran,h,23/12/2017
Prahran,u,23/12/2017
Prahran,u,23/12/2017
Prahran,u,23/12/2017
Preston,h,23/12/2017
Preston,t,23/12/2017
Preston,h,23/12/2017
Preston,t,23/12/2017
Preston,h,23/12/2017
Princes Hill,h,23/12/2017
Research,h,23/12/2017
Reservoir,t,23/12/2017
Reservoir,h,23/12/2017
Reservoir,h,23/12/2017
Reservoir,t,23/12/2017
Reservoir,t,23/12/2017
Reservoir,h,23/12/2017
Reservoir,h,23/12/2017
Reservoir,h,23/12/2017
Reservoir,t,23/12/2017
Reservoir,h,23/12/2017
Reservoir,h,23/12/2017
Reservoir,t,23/12/2017
Reservoir,t,23/12/2017
Reservoir,h,23/12/2017
Reservoir,t,23/12/2017
Richmond,h,23/12/2017
Richmond,h,23/12/2017
Richmond,h,23/12/2017
Richmond,h,23/12/2017
Richmond,h,23/12/2017
Richmond,u,23/12/2017
Ringwood,h,23/12/2017
Ringwood East,h,23/12/2017
Ripponlea,h,23/12/2017
Rowville,h,23/12/2017
Sandringham,t,23/12/2017
Sandringham,u,23/12/2017
Sandringham,h,23/12/2017
Seaford,h,23/12/2017
Seaholme,h,23/12/2017
Seddon,u,23/12/2017
South Melbourne,u,23/12/2017
South Morang,h,23/12/2017
South Morang,h,23/12/2017
South Morang,h,23/12/2017
South Morang,h,23/12/2017
South Morang,h,23/12/2017
South Yarra,u,23/12/2017
South Yarra,t,23/12/2017
South Yarra,u,23/12/2017
South Yarra,u,23/12/2017
South Yarra,u,23/12/2017
Spotswood,h,23/12/2017
St Albans,t,23/12/2017
St Kilda,h,23/12/2017
Sunbury,t,23/12/2017
Sunbury,h,23/12/2017
Sunbury,h,23/12/2017
Sunbury,h,23/12/2017
Sunshine,h,23/12/2017
Sunshine North,h,23/12/2017
Sunshine North,h,23/12/2017
Sunshine North,h,23/12/2017
Sunshine West,h,23/12/2017
Sunshine West,h,23/12/2017
Sunshine West,h,23/12/2017
Sydenham,u,23/12/2017
Sydenham,u,23/12/2017
Sydenham,h,23/12/2017
Tarneit,h,23/12/2017
Tarneit,u,23/12/2017
Taylors Hill,h,23/12/2017
Taylors Hill,h,23/12/2017
Taylors Lakes,h,23/12/2017
Templestowe Lower,h,23/12/2017
Thomastown,u,23/12/2017
Thomastown,h,23/12/2017
Thomastown,h,23/12/2017
Thornbury,h,23/12/2017
Thornbury,t,23/12/2017
Thornbury,h,23/12/2017
Toorak,t,23/12/2017
Tullamarine,h,23/12/2017
Vermont,u,23/12/2017
Viewbank,h,23/12/2017
Wallan,h,23/12/2017
Wallan,h,23/12/2017
Wallan,h,23/12/2017
Wantirna,h,23/12/2017
Wantirna,h,23/12/2017
Wantirna South,h,23/12/2017
Wantirna South,h,23/12/2017
Wantirna South,h,23/12/2017
Werribee,h,23/12/2017
Werribee,h,23/12/2017
Werribee,h,23/12/2017
Werribee,h,23/12/2017
Werribee,u,23/12/2017
Werribee,h,23/12/2017
Wheelers Hill,h,23/12/2017
Williams Landing,h,23/12/2017
Williamstown,h,23/12/2017
Williamstown,u,23/12/2017
Wollert,h,23/12/2017
Wollert,h,23/12/2017
Wyndham Vale,h,23/12/2017
Wyndham Vale,h,23/12/2017
Wyndham Vale,h,23/12/2017
Yallambie,t,23/12/2017
Yallambie,t,23/12/2017
