Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Car,Lattitude,Longtitude,Propertycount
Ringwood,2,u,,S,17/03/2018,19.9,3134,,,,7785
Ringwood,2,u,,PI,17/03/2018,19.9,3134,,,,7785
Ringwood East,3,h,790000,S,17/03/2018,21.3,3135,2,-37.82465,145.26179,4407
Ringwood East,2,u,,VB,17/03/2018,21.3,3135,,,,4407
Ringwood North,4,h,1100000,SP,17/03/2018,19.9,3134,2,-37.7913,145.24013,3619
Ringwood North,4,h,970000,VB,17/03/2018,19.9,3134,2,-37.80719,145.21723,3619
Ringwood North,4,h,,SP,17/03/2018,19.9,3134,2,-37.80103,145.23361,3619
Ripponlea,2,u,782000,S,17/03/2018,7.2,3185,,,,821
Rockbank,3,h,860000,SP,17/03/2018,23.8,3335,,,,538
Rockbank,3,h,675000,S,17/03/2018,23.8,3335,4,-37.7346,144.66451,538
Rosanna,3,h,1330000,S,17/03/2018,8.9,3084,3,-37.74053,145.06251,3540
Rosanna,3,t,720000,VB,17/03/2018,8.9,3084,,,,3540
Rosanna,4,h,,VB,17/03/2018,8.9,3084,2,-37.73328,145.07099,3540
Rowville,3,h,,PI,17/03/2018,23.5,3178,1,-37.91754,145.24678,11667
Rowville,5,h,750000,VB,17/03/2018,23.5,3178,,-37.93765,145.22329,11667
Roxburgh Park,4,h,577500,S,17/03/2018,20.6,3064,2,-37.6361,144.91884,5833
Roxburgh Park,4,h,600000,PI,17/03/2018,20.6,3064,2,-37.63522,144.92848,5833
Sandringham,3,t,,S,17/03/2018,15.2,3191,,,,4497
Sandringham,4,h,,S,17/03/2018,15.2,3191,2,-37.95511,145.01395,4497
Sandringham,3,h,1800000,S,17/03/2018,15.2,3191,3,-37.95469,145.02152,4497
Sandringham,4,h,,S,17/03/2018,15.2,3191,3,-37.95275,145.0061,4497
Seaford,3,h,960000,S,17/03/2018,35.4,3198,2,-38.10471,145.14203,8077
Seaford,3,h,955000,S,17/03/2018,35.4,3198,2,-38.11526,145.12831,8077
Seaford,4,h,499000,S,17/03/2018,35.4,3198,0,-38.10968,145.14148,8077
Seddon,3,h,1020000,VB,17/03/2018,5.1,3011,0,-37.80563,144.89352,2417
Seddon,4,h,1085000,SP,17/03/2018,5.1,3011,0,-37.80692,144.89513,2417
South Kingsville,4,h,1030000,SP,17/03/2018,6.2,3015,2,-37.83187,144.87164,984
South Melbourne,2,h,1087000,S,17/03/2018,1.9,3205,0,-37.83284,144.96622,5943
South Melbourne,3,h,3050000,S,17/03/2018,1.9,3205,0,-37.83846,144.96262,5943
South Melbourne,3,h,1640000,VB,17/03/2018,1.9,3205,0,-37.83574,144.96243,5943
South Melbourne,4,h,2000000,S,17/03/2018,1.9,3205,1,-37.83442,144.95489,5943
South Melbourne,3,h,2000000,S,17/03/2018,1.9,3205,1,-37.84047,144.95941,5943
South Melbourne,2,h,1840000,S,17/03/2018,1.9,3205,1,-37.83706,144.94977,5943
South Melbourne,3,h,,PI,17/03/2018,1.9,3205,2,-37.83296,144.95273,5943
South Morang,3,h,,PI,17/03/2018,20.5,3752,2,-37.63224,145.06397,7969
South Morang,3,h,635000,S,17/03/2018,20.5,3752,2,-37.62444,145.06902,7969
South Morang,4,h,675000,S,17/03/2018,20.5,3752,,,,7969
South Morang,3,u,385000,S,17/03/2018,20.5,3752,,,,7969
South Morang,3,h,681000,S,17/03/2018,20.5,3752,2,-37.64754,145.09858,7969
South Morang,4,h,702000,S,17/03/2018,20.5,3752,2,-37.62287,145.0906,7969
South Yarra,3,h,2160000,S,17/03/2018,2.7,3141,0,-37.84305,144.98701,14887
South Yarra,1,u,465000,S,17/03/2018,2.7,3141,,,,14887
South Yarra,3,h,,S,17/03/2018,2.7,3141,2,-37.83596,144.9898,14887
South Yarra,2,u,,VB,17/03/2018,2.7,3141,,,,14887
South Yarra,3,h,1950000,SA,17/03/2018,2.7,3141,0,-37.84181,144.98798,14887
South Yarra,2,u,450000,VB,17/03/2018,2.7,3141,,,,14887
South Yarra,3,h,,S,17/03/2018,2.7,3141,0,-37.84253,144.98782,14887
South Yarra,2,h,,PI,17/03/2018,2.7,3141,0,-37.84394,144.99041,14887
South Yarra,2,u,,S,17/03/2018,2.7,3141,,,,14887
South Yarra,1,u,,SP,17/03/2018,2.7,3141,,,,14887
South Yarra,5,h,,S,17/03/2018,2.7,3141,4,-37.84466,144.99827,14887
Southbank,2,u,560000,S,17/03/2018,0.7,3006,,,,8400
Southbank,1,u,730000,SP,17/03/2018,0.7,3006,,,,8400
Springvale,3,h,861000,S,17/03/2018,20.8,3171,4,-37.94263,145.1575,7412
Springvale,3,h,1100000,PI,17/03/2018,20.8,3171,2,-37.95437,145.15289,7412
Springvale,3,u,570000,VB,17/03/2018,20.8,3171,,,,7412
Springvale,3,h,1120000,PI,17/03/2018,20.8,3171,2,-37.94282,145.15888,7412
Springvale,3,h,753000,S,17/03/2018,20.8,3171,2,-37.94839,145.15883,7412
Springvale,3,h,810000,S,17/03/2018,20.8,3171,1,-37.95157,145.14031,7412
St Albans,3,h,,PI,17/03/2018,14,3021,1,-37.74742,144.79539,14042
St Albans,3,h,475000,S,17/03/2018,14,3021,1,-37.75501,144.80459,14042
St Albans,3,h,670000,SP,17/03/2018,14,3021,1,-37.75709,144.80162,14042
St Albans,2,u,436500,S,17/03/2018,14,3021,,,,14042
St Albans,3,h,,PI,17/03/2018,14,3021,6,-37.74502,144.82767,14042
St Albans,3,h,901000,S,17/03/2018,14,3021,2,-37.75498,144.80705,14042
St Albans,3,h,651000,S,17/03/2018,14,3021,2,-37.74935,144.81145,14042
St Helena,4,h,,S,17/03/2018,16.1,3088,2,-37.68792,145.13248,915
St Kilda,4,h,3600000,VB,17/03/2018,5,3182,1,-37.86429,144.97382,13240
St Kilda,2,u,713000,SP,17/03/2018,5,3182,,,,13240
Strathmore,5,h,3300000,S,17/03/2018,8.2,3041,2,-37.73896,144.92131,3284
Strathmore,4,h,,S,17/03/2018,8.2,3041,2,-37.73963,144.92112,3284
Sunbury,4,h,,PI,17/03/2018,31.7,3429,2,-37.57326,144.69676,14092
Sunbury,3,h,498000,S,17/03/2018,31.7,3429,2,-37.57792,144.70747,14092
Sunbury,4,h,592000,SP,17/03/2018,31.7,3429,2,-37.58752,144.69896,14092
Sunbury,3,h,545000,SP,17/03/2018,31.7,3429,3,-37.58776,144.7117,14092
Sunbury,4,h,,VB,17/03/2018,31.7,3429,,-37.58439,144.73877,14092
Sunbury,4,h,578000,S,17/03/2018,31.7,3429,2,-37.56614,144.72672,14092
Sunbury,4,h,,SP,17/03/2018,31.7,3429,2,-37.58657,144.71834,14092
Sunshine,3,h,792500,SP,17/03/2018,10.5,3020,4,-37.79981,144.82365,3755
Sunshine,3,h,574000,SP,17/03/2018,10.5,3020,,,,3755
Sunshine,2,t,520000,S,17/03/2018,10.5,3020,,,,3755
Sunshine,3,h,805000,S,17/03/2018,10.5,3020,0,-37.78964,144.83475,3755
Sunshine,3,h,750000,SP,17/03/2018,10.5,3020,3,-37.77961,144.84391,3755
Sunshine North,2,h,600000,PI,17/03/2018,10.5,3020,2,-37.76914,144.82632,4217
Sunshine North,4,h,700000,PI,17/03/2018,10.5,3020,1,-37.76645,144.83532,4217
Sunshine North,3,h,695000,S,17/03/2018,10.5,3020,2,-37.76374,144.82401,4217
Sunshine West,3,u,571500,S,17/03/2018,10.5,3020,,,,6763
Sunshine West,3,h,760000,S,17/03/2018,10.5,3020,1,-37.79146,144.82045,6763
Sunshine West,3,h,613000,S,17/03/2018,10.5,3020,1,-37.79812,144.81682,6763
Sunshine West,3,t,535000,PI,17/03/2018,10.5,3020,2,-37.79498,144.79227,6763
Sunshine West,3,t,510000,PI,17/03/2018,10.5,3020,1,-37.79057,144.82188,6763
Sunshine West,3,h,830000,S,17/03/2018,10.5,3020,1,-37.78628,144.79957,6763
Surrey Hills,4,h,,S,17/03/2018,10.2,3127,3,-37.82531,145.10601,5457
Surrey Hills,3,h,1635000,S,17/03/2018,10.2,3127,3,-37.83012,145.1027,5457
Surrey Hills,2,u,,S,17/03/2018,10.2,3127,,,,5457
Surrey Hills,3,h,2125000,S,17/03/2018,10.2,3127,4,-37.83032,145.10908,5457
Surrey Hills,4,h,,S,17/03/2018,10.2,3127,2,-37.83185,145.0918,5457
Surrey Hills,4,h,,SN,17/03/2018,10.2,3127,3,-37.82854,145.09439,5457
Surrey Hills,4,h,2665000,SP,17/03/2018,10.2,3127,2,-37.82144,145.09627,5457
Surrey Hills,3,h,1141000,S,17/03/2018,10.2,3127,,,,5457
Surrey Hills,5,h,2220000,SP,17/03/2018,10.2,3127,3,-37.81874,145.08852,5457
Tarneit,3,h,465000,SA,17/03/2018,18.4,3029,2,-37.84869,144.66707,10160
Tarneit,3,h,,PI,17/03/2018,18.4,3029,2,-37.83208,144.67095,10160
Taylors Hill,4,h,720000,PI,17/03/2018,18,3037,2,-37.71823,144.75695,4242
Taylors Hill,3,h,655000,S,17/03/2018,18,3037,2,-37.71542,144.75897,4242
Templestowe,4,h,1488000,S,17/03/2018,15.5,3106,2,-37.75579,145.139,6202
Templestowe,3,h,1390000,SP,17/03/2018,15.5,3106,2,-37.75302,145.1553,6202
Templestowe,4,h,1370000,VB,17/03/2018,15.5,3106,2,-37.75726,145.14123,6202
Templestowe,3,h,1496000,S,17/03/2018,15.5,3106,2,-37.77459,145.14123,6202
Templestowe Lower,5,h,,PI,17/03/2018,12.4,3107,2,-37.76822,145.12064,5420
Templestowe Lower,3,h,1260000,SP,17/03/2018,12.4,3107,1,-37.77643,145.12103,5420
Templestowe Lower,3,u,900000,S,17/03/2018,12.4,3107,,,,5420
Templestowe Lower,3,u,903500,S,17/03/2018,12.4,3107,,,,5420
The Basin,3,h,,PI,17/03/2018,27,3154,2,-37.85885,145.30839,1690
Thomastown,3,h,920000,S,17/03/2018,15.3,3074,2,-37.68025,145.02097,7955
Thomastown,3,h,639000,S,17/03/2018,15.3,3074,2,-37.67839,144.9974,7955
Thomastown,3,u,440000,SP,17/03/2018,15.3,3074,,,,7955
Thomastown,3,h,670000,S,17/03/2018,15.3,3074,1,-37.67385,144.99679,7955
Thomastown,3,h,670000,S,17/03/2018,15.3,3074,2,-37.68309,145.03614,7955
Thomastown,4,h,,VB,17/03/2018,15.3,3074,2,-37.68551,144.98782,7955
Thomastown,3,h,,PI,17/03/2018,15.3,3074,1,-37.67718,145.00848,7955
Thornbury,3,h,1530000,S,17/03/2018,7,3071,2,-37.76113,144.99212,8870
Thornbury,3,t,735000,S,17/03/2018,7,3071,2,-37.76107,145.02639,8870
Thornbury,3,t,,SP,17/03/2018,7,3071,2,-37.75887,144.98804,8870
Thornbury,3,h,1190000,S,17/03/2018,7,3071,1,-37.76294,145.00348,8870
Thornbury,2,h,816000,S,17/03/2018,7,3071,2,-37.75773,144.98542,8870
Thornbury,2,h,597000,S,17/03/2018,7,3071,,,,8870
Thornbury,3,h,1185000,S,17/03/2018,7,3071,2,-37.75879,144.99196,8870
Toorak,3,u,955000,PI,17/03/2018,4.1,3142,,,,7217
Toorak,3,h,2300000,PI,17/03/2018,4.1,3142,1,-37.84387,145.00687,7217
Toorak,3,u,910000,S,17/03/2018,4.1,3142,,,,7217
Toorak,3,h,,SN,17/03/2018,4.1,3142,2,-37.84862,145.01782,7217
Toorak,4,h,4800000,VB,17/03/2018,4.1,3142,2,-37.8451,145.00504,7217
Travancore,2,h,972000,S,17/03/2018,4.3,3032,4,-37.7778,144.93439,1052
Travancore,4,h,1450000,S,17/03/2018,4.3,3032,2,-37.77745,144.93128,1052
Travancore,2,h,1100000,VB,17/03/2018,4.3,3032,1,-37.78168,144.93733,1052
Truganina,2,t,355000,SP,17/03/2018,18.4,3029,,,,5811
Vermont,4,h,,VB,17/03/2018,17.2,3133,2,-37.84116,145.20236,4181
Vermont,4,h,1010000,S,17/03/2018,17.2,3133,2,-37.83347,145.191,4181
Vermont,4,h,1145000,S,17/03/2018,17.2,3133,2,-37.84299,145.20459,4181
Vermont,2,u,625000,S,17/03/2018,17.2,3133,,,,4181
Vermont South,3,h,942000,S,17/03/2018,17.2,3133,2,-37.85562,145.19077,4280
Vermont South,3,h,1120000,SP,17/03/2018,17.2,3133,2,-37.85785,145.17049,4280
Viewbank,4,h,1150000,VB,17/03/2018,8.9,3084,2,-37.74127,145.08848,2698
Wallan,4,h,,VB,17/03/2018,44.2,3756,2,-37.4128,144.97353,3988
Wantirna,3,h,903000,S,17/03/2018,14.7,3152,2,-37.85872,145.22935,5424
Wantirna,4,h,,PN,17/03/2018,14.7,3152,2,-37.85922,145.21716,5424
Wantirna South,3,h,820000,SP,17/03/2018,14.7,3152,2,-37.86282,145.25094,7082
Wantirna South,5,h,,PI,17/03/2018,14.7,3152,6,-37.88052,145.24195,7082
Wantirna South,3,h,980000,S,17/03/2018,14.7,3152,2,-37.88812,145.22391,7082
Wantirna South,5,h,,SN,17/03/2018,14.7,3152,4,-37.87431,145.22329,7082
Wantirna South,3,h,900500,S,17/03/2018,14.7,3152,2,-37.85964,145.24186,7082
Warrandyte,5,h,3250000,S,17/03/2018,21.1,3113,6,-37.76192,145.19617,2003
Watsonia,3,h,730000,S,17/03/2018,14.5,3087,1,-37.7164,145.0849,2329
Watsonia North,3,h,760000,S,17/03/2018,14.5,3087,2,-37.69279,145.08902,1442
Werribee,3,h,538000,S,17/03/2018,14.7,3030,1,-37.88111,144.65365,16166
Werribee,2,h,447500,S,17/03/2018,14.7,3030,,,,16166
Werribee,4,h,470000,SP,17/03/2018,14.7,3030,,-37.88707,144.67619,16166
Werribee,3,h,474000,SP,17/03/2018,14.7,3030,1,-37.88933,144.63651,16166
Werribee,4,h,490000,S,17/03/2018,14.7,3030,2,-37.87653,144.66651,16166
Werribee,3,h,491500,S,17/03/2018,14.7,3030,2,-37.88318,144.66005,16166
Werribee,4,h,580000,S,17/03/2018,14.7,3030,2,-37.90813,144.63034,16166
Werribee,3,h,430000,SP,17/03/2018,14.7,3030,2,-37.88006,144.65671,16166
Werribee,5,h,,S,17/03/2018,14.7,3030,2,-37.88631,144.6571,16166
West Footscray,2,u,347000,S,17/03/2018,6.4,3012,,,,5058
West Footscray,3,h,765000,S,17/03/2018,6.4,3012,1,-37.80315,144.8664,5058
West Footscray,4,h,1205000,PI,17/03/2018,6.4,3012,1,-37.79634,144.88028,5058
West Footscray,4,h,1230000,S,17/03/2018,6.4,3012,2,-37.79175,144.87185,5058
West Melbourne,2,h,1200000,VB,17/03/2018,3.1,3003,1,-37.80817,144.95222,2230
Westmeadows,4,h,595000,S,17/03/2018,16.5,3049,3,-37.67889,144.88183,2474
Westmeadows,3,h,575000,S,17/03/2018,16.5,3049,0,-37.68017,144.89853,2474
Westmeadows,2,h,466000,S,17/03/2018,16.5,3049,1,-37.67908,144.8971,2474
Wheelers Hill,3,h,1150000,VB,17/03/2018,16.7,3150,2,-37.90405,145.18611,7392
Wheelers Hill,4,h,,W,17/03/2018,16.7,3150,3,-37.90282,145.17727,7392
Wheelers Hill,4,h,,SP,17/03/2018,16.7,3150,5,-37.89323,145.17672,7392
Wheelers Hill,4,h,1800000,S,17/03/2018,16.7,3150,2,-37.90269,145.19139,7392
Wheelers Hill,4,h,1280000,S,17/03/2018,16.7,3150,2,-37.91318,145.1858,7392
Wheelers Hill,4,h,950000,PI,17/03/2018,16.7,3150,2,-37.91088,145.20153,7392
Williamstown,4,h,1600000,PI,17/03/2018,6.8,3016,2,-37.8621,144.88598,6380
Williamstown,3,h,1570000,SP,17/03/2018,6.8,3016,2,-37.86221,144.88596,6380
Williamstown,3,h,1450000,SP,17/03/2018,6.8,3016,1,-37.8512,144.89095,6380
Williamstown,5,h,1924000,S,17/03/2018,6.8,3016,2,-37.86402,144.88162,6380
Williamstown,4,h,2885000,S,17/03/2018,6.8,3016,,,,6380
Williamstown,3,h,1150000,SP,17/03/2018,6.8,3016,2,-37.85714,144.87523,6380
Williamstown,3,h,1150000,SP,17/03/2018,6.8,3016,2,-37.85681,144.87529,6380
Williamstown,3,t,1000000,S,17/03/2018,6.8,3016,,-37.86215,144.88038,6380
Windsor,4,h,2400000,SP,17/03/2018,4.6,3181,1,-37.85311,144.99034,4380
Wollert,3,h,600000,SP,17/03/2018,25.5,3750,2,-37.6136,144.99863,2940
Wollert,4,h,615000,S,17/03/2018,25.5,3750,2,-37.61252,145.04288,2940
Wyndham Vale,4,h,535000,SP,17/03/2018,27.2,3024,2,-37.8955,144.61192,5262
Wyndham Vale,4,h,651000,S,17/03/2018,27.2,3024,,,,5262
Wyndham Vale,5,h,,PI,17/03/2018,27.2,3024,2,-37.89147,144.62172,5262
Wyndham Vale,3,h,421000,S,17/03/2018,27.2,3024,1,-37.88721,144.6246,5262
Wyndham Vale,3,h,,W,17/03/2018,27.2,3024,1,-37.88179,144.62097,5262
Wyndham Vale,4,h,510000,S,17/03/2018,27.2,3024,2,-37.88102,144.63138,5262
Yallambie,3,h,825000,S,17/03/2018,12.7,3085,1,-37.72966,145.08211,1369
Yarraville,2,h,,S,17/03/2018,6.3,3013,,,,6543
Yarraville,3,h,,SN,17/03/2018,6.3,3013,4,-37.82326,144.87565,6543
Yarraville,3,h,1090000,S,17/03/2018,6.3,3013,,-37.81943,144.88703,6543
Yarraville,3,h,1125000,S,17/03/2018,6.3,3013,1,-37.81973,144.89735,6543
Yarraville,3,h,1575000,PI,17/03/2018,6.3,3013,3,-37.81281,144.88912,6543
Yarraville,2,u,525000,S,17/03/2018,6.3,3013,,,,6543
Yarraville,2,h,939000,SP,17/03/2018,6.3,3013,,-37.81449,144.88065,6543
Yarraville,3,h,855000,S,17/03/2018,6.3,3013,,-37.81846,144.89216,6543
Yarraville,3,h,1200000,SP,17/03/2018,6.3,3013,0,-37.81968,144.89142,6543
Abbotsford,3,u,1755000,VB,24/02/2018,3,3067,,,,4019
Airport West,3,h,640000,PI,24/02/2018,10.4,3042,1,-37.72896,144.88084,3464
Airport West,2,h,572000,S,24/02/2018,10.4,3042,,,,3464
Albanvale,3,h,,PI,24/02/2018,14,3021,,-37.74709,144.76008,1899
Albert Park,2,u,690000,S,24/02/2018,3,3206,,,,3280
Albion,2,h,655000,S,24/02/2018,10.5,3020,2,-37.78159,144.82373,2185
Albion,3,t,600000,S,24/02/2018,10.5,3020,2,-37.77804,144.81643,2185
Albion,2,u,380000,S,24/02/2018,10.5,3020,,,,2185
Alphington,4,h,2300000,PI,24/02/2018,5.7,3078,2,-37.78154,145.03326,2211
Alphington,4,h,,SN,24/02/2018,5.7,3078,2,-37.78541,145.03422,2211
Altona,1,u,452000,SP,24/02/2018,11,3018,,,,5301
Altona Meadows,3,h,632500,S,24/02/2018,15.5,3028,4,-37.88698,144.78551,7630
Altona North,3,h,860000,S,24/02/2018,9.4,3025,2,-37.83015,144.85064,5132
Ardeer,3,h,641000,PI,24/02/2018,12.8,3022,4,-37.77508,144.80053,1281
Ardeer,3,t,,PI,24/02/2018,12.8,3022,,-37.77501,144.8053,1281
Armadale,4,h,4250000,PI,24/02/2018,6.3,3143,2,-37.8604,145.01852,4836
Armadale,2,u,,S,24/02/2018,6.3,3143,,,,4836
Armadale,5,h,,PN,24/02/2018,6.3,3143,3,-37.85815,145.02043,4836
Armadale,3,t,1115000,S,24/02/2018,6.3,3143,,,,4836
Ascot Vale,3,h,1320000,S,24/02/2018,4.3,3032,2,-37.77451,144.9025,6567
Ascot Vale,3,t,953000,S,24/02/2018,4.3,3032,2,-37.78129,144.9201,6567
Ascot Vale,3,h,1080000,S,24/02/2018,4.3,3032,2,-37.77748,144.90652,6567
Ascot Vale,4,h,1341000,S,24/02/2018,4.3,3032,2,-37.77271,144.90959,6567
Ashburton,2,h,,S,24/02/2018,10.2,3147,2,-37.86371,145.08864,3052
Ashwood,3,h,1554000,S,24/02/2018,10.2,3147,4,-37.86131,145.09638,2894
Ashwood,4,h,1850000,S,24/02/2018,10.2,3147,2,-37.86491,145.09752,2894
Ashwood,5,h,1975000,S,24/02/2018,10.2,3147,2,-37.86486,145.1113,2894
Ashwood,4,h,,VB,24/02/2018,10.2,3147,2,-37.86319,145.09888,2894
Ashwood,4,h,1185500,S,24/02/2018,10.2,3147,2,-37.86164,145.09379,2894
Aspendale,4,h,,SP,24/02/2018,21.5,3195,2,-38.02242,145.10972,2824
Aspendale Gardens,4,h,1110500,SP,24/02/2018,21.5,3195,2,-38.01882,145.12407,2243
Aspendale Gardens,3,h,750000,PI,24/02/2018,21.5,3195,1,-38.017,145.10766,2243
Aspendale Gardens,4,h,,S,24/02/2018,21.5,3195,4,-38.01376,145.10694,2243
Attwood,4,h,550000,S,24/02/2018,16.5,3049,2,-37.67292,144.88881,1130
Attwood,4,h,805000,PI,24/02/2018,16.5,3049,2,-37.6712,144.87911,1130
Avondale Heights,3,h,1000000,SP,24/02/2018,9.5,3034,3,-37.76461,144.86563,4502
Avondale Heights,3,h,810000,PI,24/02/2018,9.5,3034,,-37.77278,144.85418,4502
Avondale Heights,4,h,820000,S,24/02/2018,9.5,3034,1,-37.77244,144.85696,4502
Avondale Heights,3,t,700000,SP,24/02/2018,9.5,3034,,-37.75967,144.86823,4502
Balaclava,3,h,1467500,S,24/02/2018,6.4,3183,,-37.8731,144.99168,2952
Balaclava,2,u,515000,SP,24/02/2018,6.4,3183,,,,2952
Balaclava,4,h,1550000,S,24/02/2018,6.4,3183,2,-37.87245,144.9976,2952
Balaclava,2,u,584000,S,24/02/2018,6.4,3183,,,,2952
Balaclava,2,h,1160000,S,24/02/2018,6.4,3183,,-37.86991,144.99244,2952
Balwyn,5,h,4350000,VB,24/02/2018,7.9,3103,2,-37.80862,145.07452,5682
Balwyn,2,t,700000,VB,24/02/2018,7.9,3103,,,,5682
Balwyn,2,h,1380000,S,24/02/2018,7.9,3103,,,,5682
Balwyn,2,u,896000,S,24/02/2018,7.9,3103,,,,5682
Balwyn North,4,h,2440000,VB,24/02/2018,9.7,3104,1,-37.79467,145.0879,7809
Balwyn North,3,h,1800000,VB,24/02/2018,9.7,3104,2,-37.79162,145.08315,7809
Balwyn North,4,h,1562000,S,24/02/2018,9.7,3104,1,-37.80088,145.066,7809
Balwyn North,4,h,,SP,24/02/2018,9.7,3104,2,-37.79436,145.09601,7809
Balwyn North,3,h,2100000,S,24/02/2018,9.7,3104,2,-37.79455,145.0947,7809
Balwyn North,3,h,,S,24/02/2018,9.7,3104,3,-37.78535,145.09862,7809
Balwyn North,3,t,,SP,24/02/2018,9.7,3104,,,,7809
Balwyn North,4,h,1950000,VB,24/02/2018,9.7,3104,2,-37.78775,145.07043,7809
Balwyn North,6,h,,S,24/02/2018,9.7,3104,3,-37.78262,145.08649,7809
Balwyn North,4,h,2350000,VB,24/02/2018,9.7,3104,4,-37.79037,145.06571,7809
Balwyn North,4,h,3100000,PI,24/02/2018,9.7,3104,1,-37.79154,145.06912,7809
Balwyn North,4,h,,VB,24/02/2018,9.7,3104,2,-37.80186,145.10441,7809
Balwyn North,5,h,2000000,VB,24/02/2018,9.7,3104,2,-37.8031,145.09304,7809
Beaumaris,3,t,,SP,24/02/2018,17.3,3193,,,,5366
Beaumaris,3,h,1600000,SP,24/02/2018,17.3,3193,3,-37.97952,145.03148,5366
Beaumaris,3,h,1540000,S,24/02/2018,17.3,3193,2,-37.97973,145.0308,5366
Beaumaris,3,h,1905000,S,24/02/2018,17.3,3193,2,-37.97996,145.0292,5366
Beaumaris,4,t,,SP,24/02/2018,17.3,3193,,-37.98306,145.02679,5366
Beaumaris,4,h,1800000,VB,24/02/2018,17.3,3193,2,-37.97677,145.03506,5366
Bellfield,3,h,815000,S,24/02/2018,8.8,3081,2,-37.75017,145.03497,790
Bentleigh,3,t,1300000,VB,24/02/2018,11.4,3204,2,-37.92662,145.04846,6795
Bentleigh,3,t,1002500,S,24/02/2018,11.4,3204,2,-37.93248,145.04219,6795
Bentleigh,4,h,1390000,S,24/02/2018,11.4,3204,2,-37.92868,145.0314,6795
Bentleigh,3,h,1395000,S,24/02/2018,11.4,3204,2,-37.93116,145.04078,6795
Bentleigh,3,h,1526000,S,24/02/2018,11.4,3204,2,-37.92957,145.04234,6795
Bentleigh,4,h,1660000,S,24/02/2018,11.4,3204,4,-37.9272,145.03458,6795
Bentleigh,4,h,2050000,S,24/02/2018,11.4,3204,4,-37.92319,145.03368,6795
Bentleigh,4,h,,SP,24/02/2018,11.4,3204,,-37.93128,145.04909,6795
Bentleigh,4,t,1280000,S,24/02/2018,11.4,3204,2,-37.92666,145.04993,6795
Bentleigh East,2,h,1610000,PI,24/02/2018,13.8,3165,2,-37.93143,145.05011,10969
Bentleigh East,4,h,1250000,S,24/02/2018,13.8,3165,4,-37.92633,145.06609,10969
Bentleigh East,3,h,,PI,24/02/2018,13.8,3165,,,,10969
Bentleigh East,4,t,1150000,VB,24/02/2018,13.8,3165,2,-37.91852,145.07436,10969
Bentleigh East,4,t,,S,24/02/2018,13.8,3165,2,-37.9084,145.06032,10969
Berwick,5,h,2300000,S,24/02/2018,35.2,3806,2,-38.0162,145.34792,17093
Black Rock,3,u,1165000,S,24/02/2018,17.3,3193,,,,2866
Black Rock,4,t,,PN,24/02/2018,17.3,3193,2,-37.9775,145.02211,2866
Black Rock,5,h,,PI,24/02/2018,17.3,3193,2,-37.9626,145.014,2866
Black Rock,4,h,2380000,S,24/02/2018,17.3,3193,2,-37.97261,145.01849,2866
Blackburn,3,h,1125000,VB,24/02/2018,13.4,3130,2,-37.83178,145.16555,5713
Blackburn North,3,u,775000,S,24/02/2018,13.4,3130,,,,2867
Blackburn North,4,h,980000,S,24/02/2018,13.4,3130,2,-37.80394,145.16754,2867
Blackburn South,3,h,1070000,SP,24/02/2018,13.4,3130,3,-37.83467,145.15089,4387
Braybrook,3,h,910000,S,24/02/2018,8.6,3019,2,-37.78816,144.84932,3589
Braybrook,2,t,615000,SP,24/02/2018,8.6,3019,,,,3589
Brighton,2,h,1335000,SP,24/02/2018,10.5,3186,1,-37.89911,144.9933,10579
Brighton,3,h,,SP,24/02/2018,10.5,3186,,-37.89094,145.00041,10579
Brighton,4,h,2710000,S,24/02/2018,10.5,3186,2,-37.89538,145.00121,10579
Brighton,5,h,,S,24/02/2018,10.5,3186,2,-37.91872,145.0021,10579
Brighton,2,h,,S,24/02/2018,10.5,3186,2,-37.91194,144.98936,10579
Brighton,3,u,1715000,S,24/02/2018,10.5,3186,,,,10579
Brighton,3,t,1900000,VB,24/02/2018,10.5,3186,2,-37.90664,145.00569,10579
Brighton,3,u,1220000,S,24/02/2018,10.5,3186,,,,10579
Brighton,3,t,,S,24/02/2018,10.5,3186,,,,10579
Brighton,2,u,900000,SP,24/02/2018,10.5,3186,,,,10579
Brighton,5,h,3800000,PI,24/02/2018,10.5,3186,2,-37.91852,144.99742,10579
Brighton East,4,t,1650000,VB,24/02/2018,10.3,3187,1,-37.91795,145.01428,6938
Brighton East,4,h,,SP,24/02/2018,10.3,3187,3,-37.92513,145.01089,6938
Brighton East,5,h,,S,24/02/2018,10.3,3187,2,-37.92804,145.01245,6938
Brighton East,5,h,,S,24/02/2018,10.3,3187,2,-37.92528,145.00769,6938
Brighton East,4,h,,SP,24/02/2018,10.3,3187,2,-37.92703,145.00664,6938
Brighton East,4,h,2285000,S,24/02/2018,10.3,3187,3,-37.909,145.02241,6938
Brighton East,4,h,1900000,VB,24/02/2018,10.3,3187,2,-37.90597,145.00969,6938
Brighton East,4,t,1125000,PI,24/02/2018,10.3,3187,,,,6938
Brighton East,2,u,1000000,PI,24/02/2018,10.3,3187,,,,6938
Brighton East,3,h,2420000,S,24/02/2018,10.3,3187,2,-37.92175,145.00748,6938
Brighton East,4,t,1800000,S,24/02/2018,10.3,3187,2,-37.91722,145.01261,6938
