Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Propertycount
South Melbourne,3,h,1210000,PI,Greg,09/09/2017,1.9,3205,3,2,,149,,,,5943
South Melbourne,2,h,1180000,S,Greg,09/09/2017,1.9,3205,2,1,,140,,,,5943
South Melbourne,2,h,970000,VB,Marshall,09/09/2017,1.9,3205,2,1,,82,,1900,,5943
South Morang,3,h,540000,S,The,09/09/2017,20.5,3752,3,2,2,362,152,2005,,7969
South Yarra,3,h,1360000,S,Jellis,09/09/2017,2.7,3141,3,1,,250,98,1900,,14887
South Yarra,2,h,1460000,S,hockingstuart,09/09/2017,2.7,3141,2,1,,175,,,,14887
Sunbury,3,h,388000,S,L,09/09/2017,31.7,3429,3,1,0,650,114,,,14092
Sunbury,3,h,493000,S,Raine,09/09/2017,31.7,3429,3,1,,650,,,,14092
Sunbury,3,h,498500,S,Brad,09/09/2017,31.7,3429,3,2,2,688,,,,14092
Sunshine North,3,h,770000,S,Douglas,09/09/2017,10.5,3020,3,1,2,608,130,1960,,4217
Surrey Hills,5,h,3625000,S,Marshall,09/09/2017,10.2,3127,5,3,2,1011,327,1910,,5457
Templestowe Lower,4,h,1585000,S,Barry,09/09/2017,12.4,3107,4,4,2,386,147,1965,,5420
Thomastown,6,h,931000,S,HAR,09/09/2017,15.3,3074,6,3,3,646,,,,7955
Wantirna,4,h,925000,S,Ray,09/09/2017,14.7,3152,4,3,4,534,176,1975,,5424
Wantirna South,6,h,1155000,S,Biggin,09/09/2017,14.7,3152,6,3,3,754,,,,7082
Waterways,4,h,1232000,SP,Ray,09/09/2017,21.5,3195,4,2,2,620,244,2004,,709
Werribee,3,h,595000,S,YPA,09/09/2017,14.7,3030,3,1,2,662,,,,16166
Werribee,4,h,621000,S,hockingstuart,09/09/2017,14.7,3030,4,2,2,556,177,2001,,16166
Westmeadows,3,h,616000,S,Barry,09/09/2017,16.5,3049,3,1,3,681,,,,2474
Williamstown,3,h,1470000,S,Raine,09/09/2017,6.8,3016,3,1,1,508,,,,6380
Windsor,2,u,810000,S,McGrath,09/09/2017,4.6,3181,2,1,1,652,,2013,,4380
Wollert,3,t,420000,S,Ray,09/09/2017,25.5,3750,3,2,2,167,,,,2940
Wollert,4,h,730000,PI,hockingstuart,09/09/2017,25.5,3750,4,2,2,400,248,2012,,2940
Yarraville,3,h,826000,SP,RT,09/09/2017,6.3,3013,3,2,2,492,,2017,,6543
Yarraville,4,h,800000,VB,Village,09/09/2017,6.3,3013,4,2,2,277,142,1950,,6543
Yarraville,3,h,1100000,VB,hockingstuart,09/09/2017,6.3,3013,3,1,0,221,137,1948,,6543
Aberfeldie,4,h,1650000,SP,Barry,16/09/2017,7.5,3040,4,2,1,484,186,1950,,1543
Albert Park,3,h,1960000,S,hockingstuart,16/09/2017,3,3206,3,2,,152,161,1900,,3280
Altona,3,h,1248500,S,RT,16/09/2017,11,3018,3,1,3,710,,,,5301
Altona North,3,h,1001000,S,Greg,16/09/2017,9.4,3025,3,1,2,667,,,,5132
Altona North,3,h,770000,S,Greg,16/09/2017,9.4,3025,3,1,2,549,,,,5132
Armadale,3,t,1715000,SP,Marshall,16/09/2017,6.3,3143,3,3,1,1889,141,1920,,4836
Armadale,3,h,1450000,VB,hockingstuart,16/09/2017,6.3,3143,3,1,,245,,,,4836
Ashburton,3,h,1555000,S,Jellis,16/09/2017,10.2,3147,3,1,4,649,101,1950,,3052
Aspendale,3,h,1300000,PI,Ray,16/09/2017,21.5,3195,3,2,2,673,,,,2824
Aspendale Gardens,3,h,870000,S,Buxton,16/09/2017,21.5,3195,3,2,2,587,,,,2243
Avondale Heights,2,u,470000,S,Brad,16/09/2017,9.5,3034,2,1,1,1150,,1970,,4502
Balwyn,3,h,2730000,S,Jellis,16/09/2017,7.9,3103,3,2,2,679,203,1940,,5682
Balwyn North,3,h,2350000,S,Fletchers,16/09/2017,9.7,3104,3,2,2,625,,,,7809
Balwyn North,2,u,905000,S,Nelson,16/09/2017,9.7,3104,2,1,1,132,,1960,,7809
Beaumaris,5,h,3778000,S,Buxton,16/09/2017,17.3,3193,5,4,4,1254,465,1980,,5366
Beaumaris,3,t,2030000,PI,Buxton,16/09/2017,17.3,3193,3,3,2,725,,,,5366
Bentleigh,4,h,2210000,S,Jellis,16/09/2017,11.4,3204,4,3,2,557,233,1940,,6795
Bentleigh,4,h,1450000,PI,Buxton,16/09/2017,11.4,3204,4,2,2,689,,,,6795
Bentleigh East,4,h,1520000,S,Buxton,16/09/2017,13.8,3165,4,2,2,648,,,,10969
Bentleigh East,3,h,1070000,VB,Jellis,16/09/2017,13.8,3165,3,1,3,585,105,1960,,10969
Blackburn,5,h,1900000,VB,Jellis,16/09/2017,13.4,3130,5,3,2,1003,270,1960,,5713
Blackburn,4,h,1850000,VB,Noel,16/09/2017,13.4,3130,4,2,2,628,287,2012,,5713
Blackburn,3,h,1040000,VB,Noel,16/09/2017,13.4,3130,3,1,2,700,,,,5713
Blackburn South,4,h,1100000,S,Ray,16/09/2017,13.4,3130,4,3,2,592,168,2017,,4387
Bonbeach,4,t,1830000,S,hockingstuart,16/09/2017,27,3196,4,3,2,353,222,2004,,2887
Boronia,3,h,700000,S,Fletchers,16/09/2017,25,3155,3,1,1,439,112,1970,,9704
Box Hill,3,h,1725000,PI,Lindellas,16/09/2017,10.9,3128,3,1,2,667,,,,4605
Braybrook,3,h,840000,S,Douglas,16/09/2017,8.6,3019,3,1,2,620,93,1960,,3589
Brighton,3,h,1342000,S,Marshall,16/09/2017,10.5,3186,3,1,3,287,110,1910,,10579
Brighton,3,t,1960000,PI,Buxton,16/09/2017,10.5,3186,3,2,2,709,36,1960,,10579
Brighton,4,h,2410000,S,Jellis,16/09/2017,10.5,3186,4,3,4,569,,,,10579
Brunswick,2,h,911000,SP,Nelson,16/09/2017,5.2,3056,2,1,1,132,77,1905,,11918
Brunswick,2,t,640000,S,Stockdale,16/09/2017,5.2,3056,2,1,1,82,2,,,11918
Brunswick,4,h,1820000,PI,Jellis,16/09/2017,5.2,3056,4,2,2,317,288,2017,,11918
Brunswick,1,u,170000,VB,Nelson,16/09/2017,5.2,3056,1,1,0,1250,,,,11918
Brunswick East,2,h,1265000,S,Nelson,16/09/2017,4,3057,2,1,3,439,,,,5533
Brunswick East,2,h,950000,S,Nelson,16/09/2017,4,3057,2,2,1,224,89,1900,,5533
Bulleen,4,h,1225000,VB,Jellis,16/09/2017,10.8,3105,4,1,2,753,130,1960,,4480
Bundoora,5,h,1505000,S,Barry,16/09/2017,12.1,3083,5,3,2,659,179,2015,,10175
Bundoora,4,h,730000,S,Ray,16/09/2017,12.1,3083,4,2,2,538,144,1970,,10175
Burwood,5,h,1775000,S,Lindellas,16/09/2017,10.4,3125,5,2,3,791,,1960,,5678
Burwood,4,h,1702000,S,Buxton,16/09/2017,10.4,3125,4,1,1,762,,,,5678
Burwood East,3,h,980000,S,Barry,16/09/2017,14.7,3151,3,1,1,590,,,,4048
Camberwell,6,h,2835000,SP,Noel,16/09/2017,7.7,3124,6,3,2,794,283,1970,,8920
Camberwell,3,h,2770000,S,Marshall,16/09/2017,7.7,3124,3,2,2,593,,1991,,8920
Camberwell,5,h,2450000,VB,Jellis,16/09/2017,7.7,3124,5,3,2,570,239,1926,,8920
Carnegie,2,h,1441000,S,Jellis,16/09/2017,10.1,3163,2,1,1,551,,,,7822
Carnegie,3,h,1510000,S,Ray,16/09/2017,10.1,3163,3,2,2,560,,,,7822
Carnegie,2,t,850000,S,Woodards,16/09/2017,10.1,3163,2,2,1,117,101,2007,,7822
Carnegie,3,h,1500000,S,Woodards,16/09/2017,10.1,3163,3,2,2,603,,,,7822
Carnegie,3,h,1508000,S,Ray,16/09/2017,10.1,3163,3,2,2,338,147,2011,,7822
Carrum Downs,4,h,609000,S,Harcourts,16/09/2017,34.9,3201,4,2,2,549,,2005,,8060
Carrum Downs,3,h,578000,S,Harcourts,16/09/2017,34.9,3201,3,2,2,673,677,,,8060
Chelsea,3,h,875000,S,Ray,16/09/2017,27,3196,3,1,3,534,127,1970,,3906
Cheltenham,4,h,920000,VB,O'Brien,16/09/2017,17.9,3192,4,2,2,530,,,,9758
Cheltenham,4,h,1165000,S,Nick,16/09/2017,17.9,3192,4,2,2,594,,,,9758
Cheltenham,3,h,1201000,S,Ray,16/09/2017,17.9,3192,3,2,3,638,156,1960,,9758
Cheltenham,3,h,910000,S,O'Brien,16/09/2017,17.9,3192,3,1,2,541,,,,9758
Cheltenham,4,h,1200000,SP,Buxton,16/09/2017,17.9,3192,4,2,2,582,,,,9758
Clayton,3,h,2950000,S,Darras,16/09/2017,16.7,3168,3,1,2,1040,,,,5837
Clayton,3,u,810000,S,Buxton,16/09/2017,16.7,3168,3,1,2,340,100,1955,,5837
Clayton South,3,h,850000,S,C21,16/09/2017,17.5,3169,3,1,4,591,,,,4734
Clifton Hill,4,h,1010000,PI,Nelson,16/09/2017,3.6,3068,4,3,1,193,,,,2954
Clifton Hill,2,h,980000,S,Nelson,16/09/2017,3.6,3068,2,1,1,189,,,,2954
Coburg,4,h,975000,SP,Nelson,16/09/2017,6.7,3058,4,2,2,301,209,2005,,11204
Coburg,3,t,880000,S,Brad,16/09/2017,6.7,3058,3,1,1,771,104,2004,,11204
Coburg North,3,h,841000,S,Peter,16/09/2017,6.7,3058,3,1,3,533,150,1960,,3445
Collingwood,3,h,1300000,S,Jellis,16/09/2017,2,3066,3,1,1,112,,,,4553
Collingwood,2,t,931000,S,Chambers,16/09/2017,2,3066,2,1,1,109,90,2001,,4553
Craigieburn,3,h,492000,S,hockingstuart,16/09/2017,20.6,3064,3,2,2,255,184,2009,,15510
Croydon,3,h,858000,S,RW,16/09/2017,23,3136,3,1,2,857,139,1960,,11925
Dandenong North,3,h,682000,S,O'Brien,16/09/2017,24.7,3175,3,1,5,556,105,1987,,8322
Deer Park,3,h,629500,SA,HAR,16/09/2017,14.8,3023,3,1,6,534,,,,6388
Dingley Village,4,h,1281000,S,Buxton,16/09/2017,22.2,3172,4,2,2,566,234,2000,,3940
Doncaster,3,t,751000,S,McGrath,16/09/2017,12.4,3108,3,2,1,170,139,2010,,9028
Doncaster East,5,h,1330000,S,Parkes,16/09/2017,14.3,3109,5,3,3,751,439,1980,,10999
Doveton,3,h,469000,SP,C21,16/09/2017,28.8,3177,3,1,2,585,101,1959,,3533
Doveton,3,h,531000,SP,REMAX,16/09/2017,28.8,3177,3,1,5,586,,,,3533
Eltham,4,h,1085000,PI,Morrison,16/09/2017,18,3095,4,2,2,782,,,,6990
Eltham,3,h,915000,S,Fletchers,16/09/2017,18,3095,3,2,2,795,146,1960,,6990
Eltham,4,h,890000,S,Morrison,16/09/2017,18,3095,4,2,2,1010,,,,6990
Elwood,3,h,1800000,VB,Marshall,16/09/2017,7.2,3184,3,2,2,380,,1920,,8989
Epping,3,h,600000,S,Love,16/09/2017,19.6,3076,3,1,2,555,,,,10926
Epping,3,h,647000,S,HAR,16/09/2017,19.6,3076,3,2,4,614,,,,10926
Essendon,3,t,770000,VB,Nelson,16/09/2017,7.5,3040,3,1,1,116,,2001,,9264
Essendon,3,h,1150000,S,Brad,16/09/2017,7.5,3040,3,1,2,658,183,1950,,9264
Essendon North,3,u,1170000,S,Brad,16/09/2017,8.2,3041,3,2,1,292,,,,1308
Fairfield,4,h,1255000,S,McGrath,16/09/2017,5.7,3078,4,1,1,368,148,1915,,2970
Fairfield,3,h,1300000,SP,Love,16/09/2017,5.7,3078,3,2,4,579,113,1960,,2970
Fawkner,3,h,680000,SP,Purplebricks,16/09/2017,13.1,3060,3,2,2,588,,,,5070
Fawkner,3,h,670000,VB,Nelson,16/09/2017,13.1,3060,3,2,2,350,,,,5070
Fitzroy North,3,h,1400000,PI,McGrath,16/09/2017,3.6,3068,3,2,,9338,,,,6244
Forest Hill,4,h,950000,VB,Noel,16/09/2017,15.4,3131,4,2,3,587,,,,4385
Frankston,4,h,650000,S,O'Brien,16/09/2017,38,3199,4,2,2,710,,,,17055
Frankston South,2,h,910000,S,Ray,16/09/2017,38,3199,2,1,2,894,,,,7566
Frankston South,4,h,760000,S,Eview,16/09/2017,38,3199,4,2,2,536,180,1965,,7566
Gisborne,6,h,650000,SP,Raine,16/09/2017,45.9,3437,6,2,2,1301,,,,3376
Glen Iris,3,h,1738000,S,Jellis,16/09/2017,7.3,3146,3,2,2,692,,,,10412
Glen Iris,2,t,965000,S,hockingstuart,16/09/2017,7.3,3146,2,2,1,704,,,,10412
Glen Iris,3,t,1333000,S,Noel,16/09/2017,7.3,3146,3,2,1,344,,,,10412
Glen Iris,2,h,1366000,S,Jellis,16/09/2017,7.3,3146,2,2,1,241,,,,10412
Glen Waverley,3,h,1275000,S,hockingstuart,16/09/2017,16.7,3150,3,2,2,714,164,1973,,15321
Glen Waverley,3,h,1750000,PI,Roger,16/09/2017,16.7,3150,3,1,0,727,,,,15321
Glen Waverley,5,h,1480000,S,Barry,16/09/2017,16.7,3150,5,2,2,718,237,1980,,15321
Glenroy,2,h,605000,PI,RW,16/09/2017,11.2,3046,2,1,6,589,,,,8870
Greensborough,3,h,922000,S,Morrison,16/09/2017,16.1,3088,3,2,2,587,200,1979,,8524
Greensborough,4,h,865000,S,Morrison,16/09/2017,16.1,3088,4,2,2,734,211,1980,,8524
Greenvale,5,h,650000,PI,hockingstuart,16/09/2017,20.4,3059,5,2,2,512,239,2014,,4864
Hallam,3,h,661000,S,REMAX,16/09/2017,32.3,3803,3,1,3,819,,,,3728
Hampton,3,h,2515000,S,Buxton,16/09/2017,13.8,3188,3,2,2,604,,,,5454
Hampton,3,h,1520000,VB,Hodges,16/09/2017,13.8,3188,3,1,3,627,,,,5454
Hampton,4,h,2550000,VB,Buxton,16/09/2017,13.8,3188,4,2,2,620,,1993,,5454
Hampton,4,h,1820000,PI,Follett,16/09/2017,13.8,3188,4,2,2,412,423,1940,,5454
Hampton,3,h,1450000,S,Nick,16/09/2017,13.8,3188,3,1,1,464,147,1948,,5454
Hampton East,3,h,1060000,PI,Jellis,16/09/2017,13.8,3188,3,2,3,465,,,,2356
Hampton East,2,t,875000,VB,Buxton,16/09/2017,13.8,3188,2,1,1,234,,,,2356
Hawthorn,4,h,2325000,S,Jellis,16/09/2017,5.3,3122,4,3,2,649,227,1920,,11308
Hawthorn,3,h,1450000,VB,Marshall,16/09/2017,5.3,3122,3,1,0,216,104,1890,,11308
Heidelberg West,3,h,846000,S,Ray,16/09/2017,8.8,3081,3,2,2,605,,,,2674
Hillside,4,h,628000,S,Barry,16/09/2017,18,3037,4,2,1,480,120,2003,,5556
Hillside,3,h,645500,S,Prof.,16/09/2017,18,3037,3,2,2,719,155,2000,,5556
Hoppers Crossing,3,h,575000,S,Reliance,16/09/2017,18.4,3029,3,1,4,592,,,,13830
Hoppers Crossing,4,h,525000,SP,One,16/09/2017,18.4,3029,4,2,2,452,134,1993,,13830
Hoppers Crossing,4,h,723000,S,hockingstuart,16/09/2017,18.4,3029,4,2,2,872,,,,13830
Jacana,3,h,626000,S,Raine,16/09/2017,14,3047,3,1,2,622,87,1960,,851
Keilor,3,h,840000,S,Barry,16/09/2017,14.5,3036,3,2,2,725,225,1970,,2339
Keilor East,4,h,1230000,S,Nelson,16/09/2017,11.7,3033,4,4,2,538,127,1990,,5629
Keilor East,3,h,933000,SP,Nelson,16/09/2017,11.7,3033,3,1,2,613,,,,5629
Kew,4,h,2375000,S,Jellis,16/09/2017,5.4,3101,4,3,2,481,,,,10331
Kew,3,h,1950000,S,Marshall,16/09/2017,5.4,3101,3,2,2,460,,2000,,10331
Kew,5,h,5065000,PI,RT,16/09/2017,5.4,3101,5,4,2,892,,1917,,10331
Kew East,3,h,1650000,VB,Jellis,16/09/2017,7.3,3102,3,1,2,650,,,,2671
Kew East,3,h,2125000,VB,Jellis,16/09/2017,7.3,3102,3,2,2,741,,,,2671
Kew East,2,h,1325000,PI,Jellis,16/09/2017,7.3,3102,2,1,2,422,88,1940,,2671
Kew East,3,h,1975000,PI,Lindellas,16/09/2017,7.3,3102,3,1,2,676,160,1925,,2671
Kingsville,4,h,1140000,SP,Jas,16/09/2017,6.4,3012,4,1,0,276,118,1915,,1808
Kingsville,3,h,1000000,PI,Jas,16/09/2017,6.4,3012,3,2,2,275,282,1940,,1808
Lalor,3,h,801000,S,HAR,16/09/2017,16.3,3075,3,1,1,852,,,,8279
Lalor,3,h,596000,S,HAR,16/09/2017,16.3,3075,3,1,2,570,,,,8279
Malvern,4,t,2750000,SP,Marshall,16/09/2017,5.9,3144,4,2,3,357,270,2015,,4675
Malvern,4,h,3400000,S,Marshall,16/09/2017,5.9,3144,4,2,2,561,285,,,4675
Meadow Heights,3,h,370000,S,YPA,16/09/2017,17.4,3048,3,1,1,784,95,1978,,4704
Mentone,3,t,995000,S,hockingstuart,16/09/2017,20,3194,3,3,2,248,166,2011,,6162
Mentone,3,h,950000,PI,Barry,16/09/2017,20,3194,3,1,2,531,,,,6162
Mentone,3,t,792000,S,hockingstuart,16/09/2017,20,3194,3,2,2,156,,,,6162
Mill Park,2,u,445000,SP,Ray,16/09/2017,17.9,3082,2,1,1,265,,,,10529
Mill Park,3,h,675000,S,HAR,16/09/2017,17.9,3082,3,1,4,640,,1980,,10529
Mill Park,4,h,721000,S,Love,16/09/2017,17.9,3082,4,2,2,603,,,,10529
Mill Park,4,t,492000,S,Ray,16/09/2017,17.9,3082,4,1,1,199,,,,10529
Mill Park,4,h,900000,S,Love,16/09/2017,17.9,3082,4,2,2,609,231,2003,,10529
Mill Park,3,h,650000,S,HAR,16/09/2017,17.9,3082,3,1,2,588,,,,10529
Mitcham,4,h,1120000,SP,Noel,16/09/2017,17.2,3132,4,2,2,981,,,,6871
Mitcham,3,h,961000,S,Noel,16/09/2017,17.2,3132,3,2,1,625,,,,6871
Mitcham,3,h,990000,SA,Philip,16/09/2017,17.2,3132,3,1,,680,,,,6871
Mont Albert,3,t,1580000,S,Marshall,16/09/2017,10.2,3127,3,2,2,1153,,,,2079
Mont Albert,4,h,2500000,VB,Marshall,16/09/2017,10.2,3127,4,3,3,402,277,1950,,2079
Montmorency,4,h,940000,S,Lindellas,16/09/2017,16.2,3094,4,2,2,870,,,,3891
Moonee Ponds,4,h,1200000,VB,Nelson,16/09/2017,6.2,3039,4,1,1,455,145,1920,,6232
Moonee Ponds,3,h,1007500,S,Considine,16/09/2017,6.2,3039,3,1,1,450,,,,6232
Moorabbin,3,u,828000,S,Jellis,16/09/2017,14.3,3189,3,2,2,301,117,1980,,2555
Mordialloc,4,h,1285000,S,Hodges,16/09/2017,21.5,3195,4,2,4,656,,,,3650
Mount Waverley,5,h,2420000,SP,LLC,16/09/2017,14.2,3149,5,5,2,757,503,1975,,13366
Mount Waverley,4,h,1335000,SP,Harcourts,16/09/2017,14.2,3149,4,1,3,731,145,1970,,13366
Mount Waverley,3,h,1451000,S,hockingstuart,16/09/2017,14.2,3149,3,2,1,730,,,,13366
Mount Waverley,4,h,1480000,S,Jellis,16/09/2017,14.2,3149,4,2,2,695,160,1970,,13366
Mulgrave,3,h,850000,PI,Barry,16/09/2017,18.8,3170,3,1,2,648,,,,7113
Mulgrave,3,h,912000,S,Ray,16/09/2017,18.8,3170,3,2,1,753,,,,7113
Mulgrave,4,h,1100000,S,RW,16/09/2017,18.8,3170,4,2,2,748,152,1996,,7113
Narre Warren,4,h,792500,S,Harcourts,16/09/2017,34.1,3805,4,2,2,846,174,1996,,9376
Newport,3,h,1262000,SP,Williams,16/09/2017,6.2,3015,3,2,2,343,110,1980,,5498
Newport,4,h,1210000,S,Sweeney,16/09/2017,6.2,3015,4,1,0,325,160,1983,,5498
Niddrie,3,h,1186000,S,Nelson,16/09/2017,10.4,3042,3,1,4,654,112,1955,,2291
Northcote,3,h,1320000,S,Jellis,16/09/2017,5.3,3070,3,1,1,227,119,1920,,11364
Northcote,2,h,1325000,S,Jellis,16/09/2017,5.3,3070,2,1,,315,,,,11364
Northcote,2,h,780000,VB,Nelson,16/09/2017,5.3,3070,2,1,,242,,,,11364
Oak Park,5,h,955000,S,Nelson,16/09/2017,11.2,3046,5,2,4,838,,,,2651
Oak Park,3,h,725000,SP,Nelson,16/09/2017,11.2,3046,3,1,1,327,111,1960,,2651
Oakleigh South,3,h,950000,PI,Ray,16/09/2017,15.5,3167,3,1,2,660,,,,3692
Parkdale,3,h,1250000,S,Obrien,16/09/2017,21.5,3195,3,1,2,802,,,,5087
Pascoe Vale,3,h,850000,VB,Nelson,16/09/2017,8.5,3044,3,1,1,712,133,1940,,7485
Pascoe Vale,3,h,1160000,S,Nelson,16/09/2017,8.5,3044,3,2,2,480,,,,7485
Point Cook,4,h,765000,S,LJ,16/09/2017,14.7,3030,4,2,2,612,219,2004,,15542
Point Cook,4,h,635000,S,hockingstuart,16/09/2017,14.7,3030,4,2,2,334,244,2000,,15542
Port Melbourne,2,h,1260000,S,Greg,16/09/2017,3.5,3207,2,1,,112,,,,8648
Port Melbourne,3,h,1960000,SP,Greg,16/09/2017,3.5,3207,3,2,0,253,230,1900,,8648
Prahran,3,h,1771000,S,Biggin,16/09/2017,4.6,3181,3,2,1,240,,,,7717
Prahran,1,u,515000,S,Biggin,16/09/2017,4.6,3181,1,1,,284,,,,7717
Prahran,3,h,1610000,PI,Jellis,16/09/2017,4.6,3181,3,2,,111,,1890,,7717
Preston,3,h,1035000,S,Nelson,16/09/2017,8.4,3072,3,1,2,696,,,,14577
Preston,3,h,880000,S,Nelson,16/09/2017,8.4,3072,3,1,0,480,,,,14577
Princes Hill,2,h,1625000,PI,Collins,16/09/2017,3.5,3054,2,1,1,253,,,,1008
Reservoir,3,h,930000,S,Barry,16/09/2017,12,3073,3,1,2,735,,,,21650
Reservoir,4,h,912000,S,Ray,16/09/2017,12,3073,4,1,2,871,,,,21650
Reservoir,3,h,900000,S,Barry,16/09/2017,12,3073,3,1,1,694,,,,21650
Reservoir,3,h,935000,S,Ray,16/09/2017,12,3073,3,1,2,768,,,,21650
Reservoir,2,u,465000,SP,Ray,16/09/2017,12,3073,2,1,1,676,61,2012,,21650
Reservoir,2,h,920000,S,Nelson,16/09/2017,12,3073,2,1,2,665,100,1955,,21650
Richmond,3,t,1500000,VB,Jellis,16/09/2017,2.4,3121,3,2,2,72,145,2011,,14949
Richmond,2,h,1200000,S,Biggin,16/09/2017,2.4,3121,2,1,,135,86,1890,,14949
Ringwood,3,h,800000,S,buyMyplace,16/09/2017,19.9,3134,3,1,3,691,,,,7785
Ringwood,4,h,1335000,PI,Carter,16/09/2017,19.9,3134,4,1,0,697,,1980,,7785
Ringwood,4,h,935000,S,Philip,16/09/2017,19.9,3134,4,3,2,540,119,,,7785
Ringwood East,3,h,746000,S,Fletchers,16/09/2017,21.3,3135,3,1,1,400,135,1950,,4407
Ringwood North,4,h,1283000,S,Philip,16/09/2017,19.9,3134,4,2,2,1019,,,,3619
Rosanna,4,h,1365000,SP,Miles,16/09/2017,8.9,3084,4,3,2,687,,,,3540
Rosanna,4,h,1775000,S,Miles,16/09/2017,8.9,3084,4,2,2,1240,,,,3540
Roxburgh Park,3,h,380000,S,Raine,16/09/2017,20.6,3064,3,1,1,372,92,2000,,5833
Sandringham,4,h,1665000,S,hockingstuart,16/09/2017,15.2,3191,4,3,2,780,,,,4497
Sandringham,4,h,1915000,SP,Buxton,16/09/2017,15.2,3191,4,2,2,563,220,1910,,4497
Scoresby,4,h,950000,S,Fletchers,16/09/2017,22.2,3179,4,2,,758,,1975,,2206
Scoresby,4,h,962000,S,One,16/09/2017,22.2,3179,4,2,3,724,166,1985,,2206
South Melbourne,1,h,855000,S,Greg,16/09/2017,1.9,3205,1,1,0,67,72,1900,,5943
South Yarra,3,h,1305000,SP,Jellis,16/09/2017,2.7,3141,3,1,,174,110,1900,,14887
Springvale,3,h,770000,SP,Le,16/09/2017,20.8,3171,3,1,4,585,,,,7412
Strathmore,3,h,1720000,S,Brad,16/09/2017,8.2,3041,3,1,2,631,,,,3284
Sunbury,3,h,405000,S,YPA,16/09/2017,31.7,3429,3,1,3,515,101,1991,,14092
Sunbury,3,h,482000,S,YPA,16/09/2017,31.7,3429,3,1,1,573,126,1965,,14092
Sunbury,3,h,436000,SP,Leeburn,16/09/2017,31.7,3429,3,2,2,350,220,2004,,14092
Sunshine,4,h,830000,PI,Sweeney,16/09/2017,10.5,3020,4,1,3,502,,,,3755
Sunshine North,4,h,665000,S,Douglas,16/09/2017,10.5,3020,4,2,3,600,183,1975,,4217
Sunshine North,3,h,610000,SP,Sweeney,16/09/2017,10.5,3020,3,1,1,581,,,,4217
Surrey Hills,3,u,1290000,S,Fletchers,16/09/2017,10.2,3127,3,2,1,270,,,,5457
Surrey Hills,4,h,1810000,S,Garvey,16/09/2017,10.2,3127,4,3,2,349,223,1997,,5457
Surrey Hills,5,h,2230000,SA,Woodards,16/09/2017,10.2,3127,5,2,2,754,270,1905,,5457
Templestowe,5,h,1930000,S,Jellis,16/09/2017,15.5,3106,5,3,2,807,377,2000,,6202
Thomastown,3,h,600500,S,Barry,16/09/2017,15.3,3074,3,1,1,552,,,,7955
Thomastown,3,h,640000,S,Barry,16/09/2017,15.3,3074,3,1,2,680,,1950,,7955
Thomastown,3,h,750000,S,HAR,16/09/2017,15.3,3074,3,2,2,536,169,1980,,7955
Thornbury,4,h,1605000,PI,McGrath,16/09/2017,7,3071,4,2,2,348,92,1930,,8870
Thornbury,3,h,1300000,SP,Love,16/09/2017,7,3071,3,1,2,531,,,,8870
Toorak,3,h,2076000,S,Jellis,16/09/2017,4.1,3142,3,1,2,302,,,,7217
Vermont,5,h,1150000,PI,Jellis,16/09/2017,17.2,3133,5,2,2,599,235,,,4181
Viewbank,3,h,1009000,S,Jellis,16/09/2017,8.9,3084,3,2,2,663,136,1980,,2698
Wallan,3,h,366000,S,Ray,16/09/2017,44.2,3756,3,1,1,502,77,1978,,3988
Wantirna,3,h,1070000,S,Buxton,16/09/2017,14.7,3152,3,2,2,673,,,,5424
Wantirna South,4,h,1440000,S,Ray,16/09/2017,14.7,3152,4,3,6,717,247,1985,,7082
Wantirna South,4,h,1060000,SP,Ray,16/09/2017,14.7,3152,4,2,3,729,173,1970,,7082
Watsonia,3,h,792000,S,Buckingham,16/09/2017,14.5,3087,3,1,2,571,124,1960,,2329
Watsonia North,4,h,920000,PI,Barry,16/09/2017,14.5,3087,4,2,2,966,,,,1442
Werribee,3,h,470000,S,Reliance,16/09/2017,14.7,3030,3,1,2,640,125,1985,,16166
Werribee,3,h,515000,SP,YPA,16/09/2017,14.7,3030,3,2,1,251,194,2012,,16166
Werribee,4,h,603500,SP,YPA,16/09/2017,14.7,3030,4,2,4,650,184,1994,,16166
West Footscray,3,h,870000,SP,Jas,16/09/2017,6.4,3012,3,1,2,417,109,1950,,5058
West Footscray,4,h,1060000,S,Douglas,16/09/2017,6.4,3012,3,3,2,512,512,1920,,5058
West Melbourne,3,t,1500000,SP,Joseph,16/09/2017,3.1,3003,3,2,1,862,209,1920,,2230
Wheelers Hill,3,h,950000,S,Jellis,16/09/2017,16.7,3150,3,2,2,651,,,,7392
Wheelers Hill,4,h,1211000,S,C21,16/09/2017,16.7,3150,4,3,4,653,,,,7392
Williams Landing,3,h,555000,SP,hockingstuart,16/09/2017,17.6,3027,3,2,2,265,25,2014,,1999
Williamstown North,3,h,1190000,S,Williams,16/09/2017,6.8,3016,3,2,2,297,,2005,,802
Windsor,3,h,1425000,S,Jellis,16/09/2017,4.6,3181,3,1,1,188,150,1907,,4380
Windsor,3,h,1970000,PI,Marshall,16/09/2017,4.6,3181,3,2,0,362,,1895,,4380
